1
11 18
3.4770E-03	2.6810E-03	2.1450E-03	1.1990E-03	4.5557E-03	4.3564E-03	3.1337E-03	2.7660E-03	2.0696E-03	2.1161E-03	5.4634E-04	6.8036E-04	3.4000E+00	2.9230E+00	3.4280E+00	3.1870E+00	3.9470E+00	1.5920E-04
5.0480E-03	4.3260E-03	2.9710E-03	1.3980E-03	6.4845E-03	6.2328E-03	4.8441E-03	4.5715E-03	2.8017E-03	3.0252E-03	6.0372E-04	8.9944E-04	3.4000E+00	2.9650E+00	3.1950E+00	3.7940E+00	4.3550E+00	2.5160E-05
5.0990E-03	4.7010E-03	3.4110E-03	1.6510E-03	6.5470E-03	6.2942E-03	5.2087E-03	4.9915E-03	3.1493E-03	3.5195E-03	6.7364E-04	1.1810E-03	3.4000E+00	3.9690E+00	3.9440E+00	3.9970E+00	4.3510E+00	4.5360E-05
7.5040E-03	5.5720E-03	3.4470E-03	1.5580E-03	9.4358E-03	9.1407E-03	5.9933E-03	5.9574E-03	3.1766E-03	3.5602E-03	6.4967E-04	1.0771E-03	3.4000E+00	4.1470E+00	3.7350E+00	4.0480E+00	4.3540E+00	3.6730E-05
3.9770E-03	3.1870E-03	2.5040E-03	1.4710E-03	5.1649E-03	4.9541E-03	3.6815E-03	3.3166E-03	2.3965E-03	2.5121E-03	6.2468E-04	9.8049E-04	3.4000E+00	3.1270E+00	3.2390E+00	3.3960E+00	4.1990E+00	1.8820E-04
6.1270E-03	5.3320E-03	4.2090E-03	2.4240E-03	7.8136E-03	7.5298E-03	5.7847E-03	5.6914E-03	3.7472E-03	4.4358E-03	7.2528E-04	2.0725E-03	3.4000E+00	4.1190E+00	4.3230E+00	4.2280E+00	5.2500E+00	3.0150E-04
7.0280E-03	5.1610E-03	3.6910E-03	1.8700E-03	8.8923E-03	8.5923E-03	5.6335E-03	5.5024E-03	3.3574E-03	3.8404E-03	7.0352E-04	1.4312E-03	3.4000E+00	3.6740E+00	4.0860E+00	3.9720E+00	4.6440E+00	9.1040E-05
1.1530E-02	7.6700E-03	4.9970E-03	2.3100E-03	1.5809E-02	1.3647E-02	7.6427E-03	8.2880E-03	4.3557E-03	5.3320E-03	7.2015E-04	1.9391E-03	3.4000E+00	5.8450E+00	4.6890E+00	5.0500E+00	5.1850E+00	6.5020E-05
6.2670E-03	4.9790E-03	3.3200E-03	1.5920E-03	7.9886E-03	7.6980E-03	5.4685E-03	5.2996E-03	3.0804E-03	3.4167E-03	6.5895E-04	1.1149E-03	3.4000E+00	3.5800E+00	3.9420E+00	3.9700E+00	4.1280E+00	2.2400E-04
3.6740E-03	3.5090E-03	2.7560E-03	1.4950E-03	4.7980E-03	4.5924E-03	4.0148E-03	3.6689E-03	2.6178E-03	2.7885E-03	6.3158E-04	1.0071E-03	3.4000E+00	3.5830E+00	3.3450E+00	3.3600E+00	4.3670E+00	1.8110E-05
4.1910E-03	3.5290E-03	2.5480E-03	1.4440E-03	5.4254E-03	5.2094E-03	4.0353E-03	3.6910E-03	2.4353E-03	2.5604E-03	6.1693E-04	9.5051E-04	3.4000E+00	3.1600E+00	3.2350E+00	3.5180E+00	4.0210E+00	2.6870E-05
