ID	Name	LossMedian	DowntimeMedian	RedTagProbability	LossP10	LossP90	DowntimeP16	DowntimeP84	HurtMedian	HurtP16	HurtP84	DeathMedian	DeathP16	DeathP84
255	bld-255	3672.19	0	0.081	1409.83	10587.2	0	0	0.0142857	0.00025	0.0142857	0.0025	2.5e-05	0.0025	
256	bld-256	15247.1	35.8495	0.023	8962.04	24024.3	22.4066	54.4968	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
257	bld-257	28032.5	27.5831	0.011	17325.4	44218.8	18.2587	42.5948	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
258	bld-258	8464.07	37.1039	0.073	4325.15	17671.8	20.6461	68.4115	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
259	bld-259	12375.7	35.1811	0.045	7145.08	21717.8	22.3651	56.7988	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
260	bld-260	13589.2	33.8372	0.035	8014.52	23000.4	22.4516	53.8432	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
261	bld-261	12573.6	35.5916	0.039	7334.95	22141.7	22.4481	56.8268	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
262	bld-262	12096.7	34.5179	0.04	6709.23	21492.8	21.9375	56.1923	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
263	bld-263	14770	34.6944	0.032	9200.1	23777.3	22.907	53.8716	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
264	bld-264	11531.8	34.5021	0.042	6346.57	21169.9	21.169	58.3889	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
265	bld-265	23543.3	28.102	0.014	15282.6	38400.3	18.4761	43.3898	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
266	bld-266	15784.5	34.7132	0.023	9471.71	24184.8	22.183	52.0989	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
267	bld-267	19282.4	31.4632	0.013	12673.9	29760.8	21.0615	49.3698	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
268	bld-268	40438.7	28.4293	0.009	25953.2	63904.7	18.3014	44.4635	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
269	bld-269	22930.6	29.6828	0.014	14573.9	35068.8	19.4514	48.4961	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
270	bld-270	18241.2	33.5084	0.022	11709.2	28998.6	21.7582	50.1985	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
271	bld-271	13398.2	34.4	0.042	7841.62	22725.8	22.5832	54.7354	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
272	bld-272	510880	72.359	0.083	353101	752050	53.2216	101.737	0.00357143	0.00357143	0.00357143	0.000625	0.000625	0.000625	
273	bld-273	25675.9	5.20322	0	15673.6	42139.7	3.3181	10.5292	0.0001	2.5e-05	0.00025	0	0	2.5e-05	
274	bld-274	36476.1	28.0251	0.012	22336.1	56626.2	17.7483	42.1911	0.0142857	0.0142857	0.0142857	0.0025	0.0025	0.0025	
275	bld-275	722.428	6.75135	0	0	3740.7	0	19.707	0	0	0	0	0	0	
276	bld-276	57214.3	11.9669	0	26260.8	94101	5.68223	70.7226	0	0	2.77778e-05	0	0	0	
277	bld-277	84332.6	14.3766	0	49215.9	125875	7.13976	70.9132	0	0	2.08333e-05	0	0	0	
278	bld-278	17905.9	13.1466	0	7311.6	39098.9	5.6703	79.3437	0	0	1.04167e-05	0	0	0	
279	bld-279	19185.5	13.8964	0	8254.66	39804	6.63998	50.5351	0	0	1.04167e-05	0	0	0	
280	bld-280	151407	71.8028	0	111834	195988	44.8947	130.981	3.57143e-05	2.67857e-05	6.25e-05	0	0	0	
281	bld-281	578343	61.7269	0	475930	691839	39.4944	101.968	3.57143e-05	2.67857e-05	4.46429e-05	0	0	0	
282	bld-282	484753	63.4159	0	397695	580617	41.7332	103.312	3.57143e-05	2.67857e-05	4.46429e-05	0	0	0	
283	bld-283	265734	65.086	0	207620	324884	42.3855	109.772	3.57143e-05	2.67857e-05	6.25e-05	0	0	0	
284	bld-284	474059	63.9858	0	386642	573886	41.6378	101.694	3.57143e-05	2.67857e-05	4.46429e-05	0	0	0	
285	bld-285	622923	62.6881	0	527466	745748	41.6354	103.369	3.57143e-05	2.67857e-05	4.46429e-05	0	0	0	
286	bld-286	571646	64.211	0	474862	691024	42.2721	101.928	3.57143e-05	2.67857e-05	4.46429e-05	0	0	0	
287	bld-287	243120	66.0565	0	194598	306636	39.7525	114.343	3.57143e-05	2.67857e-05	6.25e-05	0	0	0	
288	bld-288	402822	65.4941	0	325749	487283	42.8763	111.577	3.57143e-05	2.67857e-05	5.35714e-05	0	0	0	
289	bld-289	371035	64.6691	0	296477	450938	42.0104	112.308	3.57143e-05	2.67857e-05	5.35714e-05	0	0	0	
290	bld-290	212764	66.5886	0	165624	265982	41.3485	115.526	3.57143e-05	2.67857e-05	6.25e-05	0	0	0	
291	bld-291	345372	64.3383	0	275960	419229	42.9084	104.246	3.57143e-05	2.67857e-05	5.35714e-05	0	0	0	
292	bld-292	252390	67.1353	0	196202	319065	41.9835	120.661	3.57143e-05	2.67857e-05	6.25e-05	0	0	0	
293	bld-293	144900	71.38	0	108143	188435	43.152	122.311	4.46429e-05	2.67857e-05	7.14286e-05	0	0	0	
294	bld-294	601608	81.9064	0	521845	699779	54.3578	127.195	2.5e-05	1.66667e-05	3.33333e-05	0	0	0	
295	bld-295	514860	82.0883	0	437542	604625	55.2799	137.951	2.5e-05	1.66667e-05	3.33333e-05	0	0	0	
296	bld-296	462123	76.4908	0	383313	542938	53.1019	120.131	2.5e-05	1.66667e-05	3.33333e-05	0	0	0	
297	bld-297	455717	83.2325	0	382420	531879	57.0562	140.197	2.5e-05	1.66667e-05	3.33333e-05	0	0	0	
298	bld-298	564700	115.759	0	488768	660888	80.5512	179	9.89583e-05	6.77083e-05	0.000130208	0	0	5.20833e-06	
299	bld-299	632527	113.373	0	541748	733607	74.4728	177.325	9.375e-05	6.77083e-05	0.000125	0	0	5.20833e-06	
300	bld-300	621265	111.462	0	528351	720919	73.8845	163.643	9.375e-05	6.77083e-05	0.000130208	0	0	5.20833e-06	
301	bld-301	639886	113.549	0	550864	739667	77.8225	173.036	9.89583e-05	6.77083e-05	0.000130208	0	0	5.20833e-06	
302	bld-302	606782	113.738	0	520985	705707	77.7582	179	9.375e-05	7.29167e-05	0.000125	0	0	5.20833e-06	
303	bld-303	667378	116.327	0	573265	773389	79.0396	179	9.89583e-05	7.29167e-05	0.000119792	0	0	0	
304	bld-304	156579	75.0832	0	118025	204993	47.4376	128.419	3.57143e-05	1.78571e-05	7.14286e-05	0	0	0	
305	bld-305	157293	72.1045	0	119122	203965	47.7966	126.043	3.57143e-05	1.78571e-05	7.14286e-05	0	0	0	
306	bld-306	141990	71.3158	0	106320	184709	42.2745	123.659	4.46429e-05	2.67857e-05	7.14286e-05	0	0	0	
307	bld-307	141070	72.8136	0	105975	188505	44.2895	128.573	5.20833e-05	3.125e-05	9.375e-05	0	0	0	
308	bld-308	143758	74.1469	0	106218	183161	44.15	127.614	5.20833e-05	3.125e-05	8.33333e-05	0	0	0	
309	bld-309	121833	70.7877	0	89092	162623	41.5838	125.534	6.25e-05	3.125e-05	9.375e-05	0	0	0	
310	bld-310	61530.4	39.7719	0	39531.8	89037.7	23.6465	76.1099	0	0	1.25e-05	0	0	0	
311	bld-311	36740.6	41.5369	0	20490.8	57518.8	23.8149	73.1636	1.25e-05	0	2.5e-05	0	0	0	
312	bld-312	36255.6	40.8527	0	20730.8	56007.8	24.7839	76.1206	1.25e-05	0	2.5e-05	0	0	0	
313	bld-313	182851	65.7143	0	137676	231932	41.2223	112.053	4.16667e-05	2.08333e-05	7.29167e-05	0	0	0	
314	bld-314	126805	69.9717	0	94047.1	163840	41.8534	127.425	5.20833e-05	3.125e-05	9.375e-05	0	0	0	
315	bld-315	106498	36.1963	0	71078.8	143679	21.4035	64.4473	0	0	1.25e-05	0	0	0	
316	bld-316	895.529	0	0	62.2653	22715.5	0	73.3729	0	0	0	0	0	0	
317	bld-317	2820.85	0.714145	0	55.3386	24865.6	0	61.4493	0	0	0	0	0	0	
318	bld-318	8838.62	5.28573	0	2985.55	17898.1	0	24.4856	0	0	0	0	0	0	
319	bld-319	56815.9	15.6845	0	26808.1	94721	7.51675	87.1398	0	0	5.20833e-05	0	0	5.20833e-06	
320	bld-320	321171	24.7248	0	257854	396567	13.5985	55.6295	1.66667e-05	1.25e-05	2.91667e-05	0	0	0	
321	bld-321	82755	13.1667	0	52763.9	120225	7.18375	61.3827	0	0	5e-06	0	0	0	
322	bld-322	77279.7	16.8465	0	49440	111210	9.22272	45.5942	5e-06	0	1e-05	0	0	0	
323	bld-323	101755	28.307	0	74831.5	135012	16.3461	63.8104	2.14286e-05	1.07143e-05	3.57143e-05	0	0	0	
324	bld-324	416133	70.8251	0	336396	489654	46.6994	121.705	3.47222e-05	2.08333e-05	4.86111e-05	0	0	0	
325	bld-325	413395	52.4944	0	350069	481591	31.207	91.7683	4.80769e-05	3.46154e-05	5.96154e-05	0	0	1.92308e-06	
326	bld-326	12701	21.0098	0	4269.62	25144.5	8.37094	44.1977	8.33333e-06	0	3.33333e-05	0	0	0	
327	bld-327	411507	50.7538	0	344163	484149	30.7016	89.6928	4.61538e-05	3.26923e-05	6.15385e-05	0	0	1.92308e-06	
328	bld-328	13326.6	20.2165	0	4922.39	24549.4	7.6679	46.7534	8.33333e-06	0	3.33333e-05	0	0	0	
329	bld-329	167804	27.8108	0	127747	211031	16.2042	79.1919	7.5e-06	5e-06	1.25e-05	0	0	0	
330	bld-330	15286.8	18.337	0	5176.46	28130.8	8.25824	35.6266	4.16667e-06	0	8.33333e-06	0	0	0	
331	bld-331	592322	42.3807	0	507436	680751	26.2646	76.1764	3.54167e-05	2.70833e-05	4.79167e-05	0	0	0	
332	bld-332	369587	37.5828	0	303666	439655	21.6854	179	3.84615e-06	1.92308e-06	6.73077e-06	0	0	0	
333	bld-333	343121	41.3805	0	278210	417151	22.0981	179	3.84615e-06	1.92308e-06	6.73077e-06	0	0	0	
334	bld-334	370666	38.0946	0	300787	440986	21.7907	179	3.84615e-06	1.92308e-06	6.73077e-06	0	0	0	
335	bld-335	343074	41.3854	0	281767	411703	22.5112	179	3.84615e-06	1.92308e-06	6.73077e-06	0	0	0	
336	bld-336	67929.2	15.8727	0	40482.1	98450.3	8.88089	42.6828	4.16667e-06	0	4.16667e-06	0	0	0	
337	bld-337	20017.7	13.7439	0	8910.3	34593.8	5.54506	29.9594	8.33333e-06	0	3.33333e-05	0	0	0	
338	bld-338	93186.4	26.0609	0	66486.6	123662	15.9787	56.4879	2.14286e-05	1.07143e-05	3.57143e-05	0	0	0	
339	bld-339	33653.7	17.3436	0	16232.4	55464.6	9.5115	34.7472	4.16667e-06	0	8.33333e-06	0	0	0	
340	bld-340	1.5573e+06	42.0373	0	1.39393e+06	1.73174e+06	27.8993	83.0241	4.32692e-05	3.26923e-05	5.19231e-05	0	0	0	
341	bld-341	204224	29.4711	0	155342	251297	16.7516	68.9767	1.38889e-05	8.33333e-06	2.22222e-05	0	0	0	
342	bld-342	36908.6	14.736	0	20779	58297.2	6.73901	30.9761	8.33333e-06	0	1.66667e-05	0	0	0	
343	bld-343	89244.8	34.7968	0	63743.1	120503	20.7318	65.398	1.94444e-05	8.33333e-06	3.05556e-05	0	0	0	
344	bld-344	241799	53.3914	0	193061	293557	30.0106	100.992	2.94118e-05	2.05882e-05	3.97059e-05	0	0	1.47059e-06	
345	bld-345	222103	46.7641	0	172926	272908	27.8542	90.6733	3.08824e-05	2.05882e-05	4.26471e-05	0	0	1.47059e-06	
346	bld-346	596457	42.5947	0	510776	694822	26.4519	77.5893	3.75e-05	2.70833e-05	4.79167e-05	0	0	0	
347	bld-347	52181	14.3787	0	31024.6	80281.1	7.36501	30.0368	8.33333e-06	0	1.66667e-05	0	0	0	
348	bld-348	65379.3	25.2646	0	45247.3	89160.8	14.6374	54.7614	2.5e-05	1.25e-05	4.16667e-05	0	0	0	
349	bld-349	87220.3	83.4702	0.109	54736.6	129022	54.1504	125.181	0.0178571	0.0178571	0.0178571	0.003125	0.003125	0.003125	
350	bld-350	399234	179	0.422	281906	567874	139.134	179	0.0119048	0.0119048	0.0119256	0.00208333	0.00208333	0.00208333	
351	bld-351	19750	32.272	0	9083.94	34817	18.6713	59.8483	0	0	1.25e-05	0	0	0	
352	bld-352	31158.4	30.5098	0	16731.5	53489.1	17.6249	58.3004	0	0	1.25e-05	0	0	0	
353	bld-353	31748.3	30.8973	0	17929.7	52090.2	18.3209	57.1225	0	0	1.25e-05	0	0	0	
354	bld-354	30460.9	29.6821	0	16983.8	49131.9	17.5134	58.6523	0	0	1.25e-05	0	0	0	
355	bld-355	27312.6	31.5859	0	14219.1	45974.6	18.0311	59.4207	0	0	1.25e-05	0	0	0	
356	bld-356	29765.9	33.2327	0	16122.9	47402.5	19.5576	61.5052	0	0	1.25e-05	0	0	0	
357	bld-357	18692.4	37.9661	0	7991.46	31224.1	21.4305	66.2482	0	0	1.25e-05	0	0	0	
358	bld-358	84060.7	85.3505	0.105	54227.7	123735	55.9575	127.025	0.0178571	0.0178571	0.0178571	0.003125	0.003125	0.003125	
359	bld-359	103014	88.571	0.099	65684.4	157332	58.3729	128.964	0.0178571	0.0178571	0.0178571	0.003125	0.003125	0.003125	
360	bld-360	17970.5	38.7378	0	8721.26	32381.3	21.0952	71.5031	0	0	1.25e-05	0	0	0	
361	bld-361	17690.9	36.9173	0	7644.89	30097	20.121	70.8741	0	0	1.25e-05	0	0	0	
362	bld-362	35997.5	30.2605	0	19318.9	57295	17.1421	60.6468	0	0	1.25e-05	0	0	0	
363	bld-363	34696	29.6176	0	18455.6	56680.1	16.108	57.9027	0	0	1.25e-05	0	0	0	
364	bld-364	37717	29.3117	0	21290.5	61936.2	16.9208	57.5576	0	0	1.25e-05	0	0	0	
365	bld-365	37145.3	31.8923	0	21509.8	60680.3	18.5985	60.6043	0	0	1.25e-05	0	0	0	
366	bld-366	37841.1	30.1996	0	20276.4	58185.2	18.1689	61.2371	0	0	1.25e-05	0	0	0	
367	bld-367	12405.1	37.9975	0	4505.87	23143	17.9401	72.6157	0	0	1.25e-05	0	0	0	
368	bld-368	13234.5	39.4143	0	4666.06	24402.9	20.9898	72.3671	0	0	1.25e-05	0	0	0	
369	bld-369	10890.9	50.2695	0	3964.52	21436.1	21.1705	92.8552	0	0	1.25e-05	0	0	0	
370	bld-370	12341.2	38.6364	0	4711.87	22539.3	19.1545	70.6911	0	0	1.25e-05	0	0	0	
371	bld-371	13634	41.2095	0	5300.01	24907.4	20.4734	71.5717	0	0	1.25e-05	0	0	0	
372	bld-372	13420.7	42.6625	0	5272.68	25705.9	21.4666	79.7786	0	0	1.25e-05	0	0	0	
373	bld-373	23556.6	37.9115	0.046	14985.1	36679.7	22.9499	91.0201	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
374	bld-374	23229.9	38.2387	0.032	14472.3	33893.9	23.5359	91.4259	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
375	bld-375	23662.1	40.0885	0.039	14884.6	36529	23.3214	96.8783	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
376	bld-376	22402.9	37.6062	0.028	14615.5	35315.5	22.877	86.8878	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
377	bld-377	23782.7	39.1737	0.039	15171.5	36132.8	23.553	92.6243	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
378	bld-378	21542	37.5845	0.032	13843.8	32838.5	23.77	90.3938	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
379	bld-379	23113.4	37.3735	0.031	14553.1	34381.7	23.3762	90.7554	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
380	bld-380	24182.7	39.7911	0.026	15402.3	36277.8	23.3803	102.011	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
381	bld-381	20437.6	40.7263	0.045	12920.9	30361.7	24.9828	79.5829	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
382	bld-382	21617.7	39.1696	0.045	13409.9	32419.6	23.9242	84.6513	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
383	bld-383	15968.4	36.1106	0.061	9503.24	25772.4	23.7446	55.1008	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
384	bld-384	16733.1	45.0434	0.067	9550.98	26570.1	25.5395	78.7387	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
385	bld-385	20369.1	44.2418	0.058	11754.8	30861	25.8406	83.4119	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
386	bld-386	17622.3	44.0875	0.052	10501.9	28504.2	25.3836	80.0573	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
387	bld-387	12855.4	38.2908	0.083	7209.19	22903.3	23.984	63.4799	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
388	bld-388	23115.8	38.1911	0.036	14980.1	35882.4	23.2487	85.9956	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
389	bld-389	26621.2	44.2603	0.093	16221.8	39652.3	26.4714	106.531	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
390	bld-390	30064.3	42.9301	0.078	18243.5	45882.2	25.1435	78.5537	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
391	bld-391	15909.8	36.0263	0.066	9348.54	26341.6	23.2608	56.1689	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
392	bld-392	17055.2	43.0422	0.064	9885.46	27157	25.6945	79.331	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
393	bld-393	12156.4	38.399	0.089	7075.94	22043.9	24.1797	65.4874	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
394	bld-394	16859.5	45.9706	0.068	10054.4	28144.8	26.7922	81.8233	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
395	bld-395	17395.5	44.6346	0.067	10707.1	27529.3	27.5716	79.8289	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
396	bld-396	21970.6	40.4057	0.047	13907.7	32467.8	23.7003	89.5674	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
397	bld-397	20692.6	40.6153	0.047	12989.5	31606.4	25.2086	83.2025	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
398	bld-398	20857.7	40.5914	0.032	13253.8	31313.4	24.3567	88.9942	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
399	bld-399	32038	38.2562	0.019	19617.2	49471.1	21.5551	74.7619	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
400	bld-400	20412.2	41.1225	0.04	12029.7	29931.2	24.7166	84.0916	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
401	bld-401	23843.3	35.8867	0.042	14935.6	36979.6	22.4865	91.7913	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
402	bld-402	21463.7	40.4911	0.055	13266.7	31758.4	25.0402	88.3607	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
403	bld-403	23444	37.8747	0.051	14916.6	36171.9	22.9318	97.7646	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
404	bld-404	24585.7	37.0304	0.039	15481.4	37670.6	22.0829	91.5315	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
405	bld-405	26309.1	37.2793	0.029	16380.7	42431.6	21.4672	70.4042	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
406	bld-406	47611.4	33.4782	0	29569.7	74458.2	19.6241	66.1138	0	0	1.04167e-05	0	0	0	
407	bld-407	86670.2	46.6408	0.044	56077.6	128038	30.2115	68.9759	0.0357143	0.0357143	0.0357143	0.00625	0.00625	0.00625	
408	bld-408	627327	179	0.33	483628	839803	179	179	0.0142982	0.0142982	0.0143357	0.0025	0.0025	0.0025	
409	bld-409	646124	179	0.328	493043	847917	179	179	0.0142982	0.0142982	0.0143357	0.0025	0.0025	0.0025	
410	bld-410	652343	179	0.317	499010	858183	179	179	0.0142982	0.0142982	0.0143357	0.0025	0.0025	0.0025	
411	bld-411	671229	179	0.355	519986	905278	179	179	0.0142982	0.0142982	0.0143357	0.0025	0.0025	0.0025	
412	bld-412	43655.5	21.6355	0	27436.3	67092.7	10.542	175.703	2.5e-05	1.25e-05	3.75e-05	0	0	0	
413	bld-413	43148.7	21.7156	0	26247.5	66151.6	10.4539	164.933	2.5e-05	1.25e-05	3.75e-05	0	0	0	
414	bld-414	45303.6	25.3382	0	28115.2	72077.1	10.3924	179	2.08333e-05	1.04167e-05	3.125e-05	0	0	0	
415	bld-415	289328	98.2474	0	236834	345706	65.7345	161.041	3.81944e-05	2.43056e-05	5.55556e-05	0	0	0	
416	bld-416	231651	85.5905	0	187343	288170	57.4593	139.043	2.30263e-05	1.31579e-05	3.28947e-05	0	0	0	
417	bld-417	236329	84.6131	0	189741	287360	56.1331	135.001	2.30263e-05	1.31579e-05	3.28947e-05	0	0	0	
418	bld-418	233301	83.7792	0	190091	283897	57.1619	134.752	2.13816e-05	1.31579e-05	3.28947e-05	0	0	0	
419	bld-419	232265	82.3388	0	190215	283725	57.1805	142.074	1.97368e-05	1.31579e-05	3.28947e-05	0	0	0	
420	bld-420	234038	85.1545	0	190794	284140	55.9161	145.081	2.30263e-05	1.31579e-05	3.28947e-05	0	0	0	
421	bld-421	228356	81.1691	0	182211	278610	54.9942	142.363	1.875e-05	9.375e-06	2.8125e-05	0	0	0	
422	bld-422	234251	86.833	0	190873	283767	58.5234	137.278	2.30263e-05	1.31579e-05	3.28947e-05	0	0	0	
423	bld-423	290627	97.8914	0	239547	346695	66.7377	161.247	3.81944e-05	2.43056e-05	5.20833e-05	0	0	0	
424	bld-424	228421	82.575	0	187154	276807	55.8533	133.889	1.875e-05	1.25e-05	2.8125e-05	0	0	0	
425	bld-425	231950	59.0265	0	181535	288406	36.1279	104.11	2.08333e-05	6.94444e-06	2.77778e-05	0	0	0	
426	bld-426	293905	77.0077	0	228856	359793	48.2025	132.373	7.29167e-05	4.16667e-05	0.000104167	0	0	0	
427	bld-427	1430	0	0	0	11386.6	0	0.632792	0	0	0	0	0	0	
428	bld-428	71205.4	29.3196	0	48303.8	100842	13.3388	179	3.125e-05	2.08333e-05	4.16667e-05	0	0	0	
429	bld-429	83374.8	25.4079	0	57837.3	118318	12.5732	136.982	3.75e-05	2.5e-05	5e-05	0	0	0	
430	bld-430	91426.1	27.0239	0	64059.2	126233	12.3763	179	3.125e-05	2.08333e-05	4.16667e-05	0	0	0	
431	bld-431	99682.2	26.3075	0	69745.7	136349	12.2405	179	3.75e-05	2.5e-05	0.0001375	0	0	1.25e-05	
432	bld-432	57351.4	26.8508	0	37332.3	84785.9	13.1573	174.745	2.08333e-05	2.08333e-05	3.125e-05	0	0	0	
433	bld-433	27082.2	32.8828	0	16088.7	42793.8	9.26338	74.1498	1.5625e-05	0	3.125e-05	0	0	0	
434	bld-434	28452.2	32.783	0	17392.2	42175.4	9.07365	69.7536	1.25e-05	0	2.5e-05	0	0	0	
435	bld-435	27548.5	31.7243	0	17174.5	41632.6	10.1779	70.5686	1.25e-05	0	2.5e-05	0	0	0	
436	bld-436	24550.5	27.8667	0	14850.4	37634.7	5.57251	63.5546	1.25e-05	0	2.5e-05	0	0	0	
437	bld-437	24120.9	27.5683	0	14682.5	36548.9	3.61155	60.2072	1.25e-05	0	2.5e-05	0	0	0	
438	bld-438	70900.6	26.4571	0	49778.3	102504	12.7157	179	3.125e-05	2.08333e-05	4.16667e-05	0	0	0	
439	bld-439	68330.8	25.9331	0	45768.1	94927.6	11.9605	179	3.125e-05	2.08333e-05	4.16667e-05	0	0	0	
440	bld-440	74315.1	26.5308	0	50844	104721	12.2991	179	3.125e-05	2.08333e-05	4.16667e-05	0	0	0	
441	bld-441	40117.7	29.3416	0	25559.1	59833.7	13.6094	104.28	2.08333e-05	1.04167e-05	3.125e-05	0	0	0	
442	bld-442	50945.9	27.2985	0	33480.2	75177.8	12.5059	124.274	2.5e-05	1.25e-05	3.75e-05	0	0	0	
443	bld-443	53881.3	28.2225	0	36013.6	76612.6	12.9943	118.441	2.5e-05	1.25e-05	3.75e-05	0	0	0	
444	bld-444	72481.8	24.0592	0	48907.7	101832	12.1429	116.508	2.5e-05	2.5e-05	3.75e-05	0	0	0	
445	bld-445	80092	24.6887	0	55509.8	109946	12.2342	133.67	2.5e-05	2.5e-05	3.75e-05	0	0	0	
446	bld-446	74214.2	25.58	0	50486.9	105607	13.0607	148.592	2.5e-05	2.5e-05	3.75e-05	0	0	0	
447	bld-447	204026	102.634	0	162530	252229	70.3813	169.605	2.94118e-05	1.83824e-05	4.77941e-05	0	0	0	
448	bld-448	209465	90.6091	0	171166	256008	59.9733	144.252	2.94118e-05	1.83824e-05	4.77941e-05	0	0	0	
449	bld-449	40818.2	27.6368	0	26404.2	60035	13.2871	86.5813	2.5e-05	1.25e-05	3.75e-05	0	0	0	
450	bld-450	39957.7	27.6177	0	25905.6	58514.6	10.5137	72.7484	2.5e-05	1.25e-05	3.75e-05	0	0	0	
451	bld-451	48143.4	24.4427	0	31943.9	68964.4	11.6905	72.7741	2.5e-05	1.25e-05	3.75e-05	0	0	0	
452	bld-452	47512.8	27.7639	0	31135	68553.1	13.0656	108.818	2.5e-05	1.25e-05	3.75e-05	0	0	0	
453	bld-453	39007.9	26.319	0	25024.2	57375.5	11.3453	65.3983	2.5e-05	1.25e-05	3.75e-05	0	0	0	
454	bld-454	37552.2	30.7166	0	24794.4	56034.1	13.0833	85.7262	2.5e-05	1.25e-05	3.75e-05	0	0	0	
455	bld-455	33353.5	27.3724	0	20740.3	49732.7	10.4933	68.1011	1.25e-05	1.25e-05	2.5e-05	0	0	0	
456	bld-456	28203.6	31.9863	0	17878.6	43616.7	8.06685	72.6036	1.25e-05	1.25e-05	2.5e-05	0	0	0	
457	bld-457	48781.6	25.8608	0	32955.4	72002.4	12.9061	96.683	2.5e-05	1.25e-05	3.75e-05	0	0	0	
458	bld-458	45296.5	30.1463	0	29618.3	68505.8	14.123	112.963	2.5e-05	1.25e-05	3.75e-05	0	0	0	
459	bld-459	38406.3	32.5221	0	24445.4	57648.2	13.7003	73.9531	2.5e-05	1.25e-05	3.75e-05	0	0	0	
460	bld-460	36814.4	30.9822	0	23318.2	55097.1	12.54	81.3711	2.5e-05	1.25e-05	3.75e-05	0	0	0	
461	bld-461	43155	28.4953	0	27007.5	62452.6	13.0405	99.6688	2.5e-05	1.25e-05	3.75e-05	0	0	0	
462	bld-462	49613.4	26.6484	0	33314.4	69596.5	12.1435	82.3445	2.5e-05	1.25e-05	3.75e-05	0	0	0	
463	bld-463	49363.7	27.5318	0	32307.2	71276.4	13.5386	122.276	2.5e-05	1.25e-05	3.75e-05	0	0	0	
464	bld-464	43502.8	28.6117	0	28620.3	64049	12.7794	83.0163	2.5e-05	1.25e-05	3.75e-05	0	0	0	
465	bld-465	48138	25.8905	0	31073.7	68838.1	12.9932	96.0061	2.5e-05	1.25e-05	3.75e-05	0	0	0	
466	bld-466	48358	27.1151	0	32338.9	70091	12.3793	108.145	2.5e-05	1.25e-05	3.75e-05	0	0	0	
467	bld-467	47612	26.4295	0	31262	69738.5	12.3823	107.954	2.5e-05	1.25e-05	3.75e-05	0	0	0	
468	bld-468	41684.8	26.6567	0	26355.9	59737.9	13.3924	70.4455	2.5e-05	1.25e-05	3.75e-05	0	0	0	
