ID	Name	QuantityMedian	LossMedian	DowntimeMedian	QuantityMean	LossMean	DowntimeMean
	MEP.P.01.02	0.962279	0	0	0.964517	1.16667	0.000323526
	MEP.P.02.06	6.18769	0	0	6.72813	3.47435	0.00257315
	MEP.P.03.02	4.06555	0	0	4.30087	0.520517	0.000318041
	MEP.P.06.01	5.70254	200.402	0.0736912	5.74536	424.9	0.185011
82	bld-82
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	42.2345	0	0	51.3227	0	0
	B3011.011z	41.2934	0	0	94.9933	26.3227	0.0868121
	BI.C.01.04	53.1528	0	0	53.1528	39.6	0.0552
	BI.D.02.03	1.12736	0	0	1.41439	862.271	1.43722
	BI.L.01.02	218.931	0	0	231.199	5.72	0.002
	BI.P.01.03	14.8517	0	0	15.0847	93.3831	0.00754
	C.F.KL	91.3172	0	0	106.078	35	0.175
	C.F.KZ	89.3102	0	0	105.743	25	0.139
	C.S.Q	0	0	0	0	0	0
	E2022.001u	103.893	0	0	105.597	81.6344	0
	E2022.020z	150.737	0	0	176.993	91.5218	0
	E2022.022z	265.557	0	0	315.929	818.144	0
	MEP.L.01.01	0.431089	0	0	0.541124	1634.97	1.94711
	MEP.M.06.06	1.11003	0	0	1.13644	1.45877	0.0155233
	MEP.M.06.08	0.300082	0	0	0.303606	0	0
	MEP.M.07.03	12.8356	0	0	14.8179	21.7979	0.00699515
	MEP.M.08.01	7.40572	0	0	7.57467	0	0
	MEP.P.01.02	0.220928	0	0	0.225633	0	0
	MEP.P.02.06	1.24016	0	0	1.61576	0	0
	MEP.P.03.02	0.826906	0	0	0.995495	0	0
	MEP.P.06.01	1.32907	0	0	1.35271	15.0692	0.00489913
83	bld-83
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	43.6833	0	0	49.647	4.37825	0.0259659
	B3011.011z	253.555	0	0	268.441	26.3632	0.0740828
	BI.C.01.04	124.948	0	0	124.948	29.7	0.0414
	BI.D.02.03	5.46203	7874.82	13.137	6.06997	8930.64	14.8918
	BI.L.01.02	500.582	0	0	503.824	32.89	0.0115
	BI.P.01.03	19.8441	0	0	20.819	4261.58	0.356491
	C.F.KL	222.841	0	0	239.337	156.797	2.84511
	C.F.KZ	218.748	0	0	237.421	125.77	1.57221
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	826.404	439.763	0	899.72	502.956	0
	E2022.022z	137.665	0	0	147.515	394.753	0
	MEP.L.01.01	1.0558	0	0	2.0577	6144.04	7.317
	MEP.M.06.06	1.83767	0	0	1.95724	0	0
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	18.2549	0	0	19.6985	0	0
	MEP.M.08.01	13.1524	0	0	13.1524	33	0.0176
	MEP.P.01.02	0.497596	0	0	0.501535	0	0
	MEP.P.02.06	2.02049	0	0	2.06431	0	0
	MEP.P.03.02	1.49688	0	0	1.50576	0	0
	MEP.P.06.01	2.6538	0	0	2.6813	12.4869	0.0046257
84	bld-84
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	74.311	0	0	82.6213	0	0
	B3011.011z	89.5667	0	0	141.255	56.1914	0.177368
	BI.C.01.04	85.2772	0	0	85.2772	19.8	0.0276
	BI.D.02.03	1.97868	3173.21	5.28868	2.25034	3776.03	6.27537
	BI.L.01.02	361.879	0	0	370.995	45.76	0.016
	BI.P.01.03	23.9143	7769	0.65	24.2159	8482.51	0.710268
	C.F.KL	155.405	194	3.8	173.026	312.173	5.42876
	C.F.KZ	149.44	168	2.6	167.432	184.756	2.70845
	C.S.Q	0	0	0	0	0	0
	E2022.001u	168.317	0	0	170.415	469.457	0
	E2022.020z	263.232	280.785	0	287.097	342.756	0
	E2022.022z	459.076	2191.26	0	506.477	2747.15	0
	MEP.L.01.01	0.740842	0	0	0.830943	3703.7	4.41077
	MEP.M.06.06	1.78879	0	0	1.81871	0	0
	MEP.M.06.08	0.477259	0	0	0.482789	0	0
	MEP.M.07.03	23.0379	0	0	24.4167	0	0
	MEP.M.08.01	11.9198	0	0	12.0789	0	0
	MEP.P.01.02	0.357874	0	0	0.361932	0	0
	MEP.P.02.06	2.23193	0	0	2.55283	0	0
	MEP.P.03.02	1.476	0	0	1.60294	0	0
	MEP.P.06.01	2.15352	0	0	2.17916	31.9606	0.0111331
85	bld-85
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	35.2761	0	0	40.4218	2.30452	0.0114605
	B3011.011z	207.629	0	0	222.62	33.5615	0.113664
	BI.C.01.04	103.711	0	0	103.711	29.7	0.0414
	BI.D.02.03	4.5027	7068.04	11.7886	4.96427	8016.55	13.3558
	BI.L.01.02	415.134	0	0	417.489	24.31	0.0085
	BI.P.01.03	16.4273	0	0	17.4283	4853.03	0.406356
	C.F.KL	183.923	194	3.8	197.154	209.408	3.69122
	C.F.KZ	185.429	0	0	199.942	141.711	1.89596
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	705.413	386.645	0	755.488	438.645	0
	E2022.022z	115.412	0	0	122.367	350.154	0
	MEP.L.01.01	0.903894	0	0	1.40988	4241.48	5.05121
	MEP.M.06.06	1.48757	0	0	1.5948	0	0
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	15.5379	0	0	16.3285	0	0
	MEP.M.08.01	10.9169	0	0	10.9169	0	0
	MEP.P.01.02	0.415363	0	0	0.418834	0	0
	MEP.P.02.06	1.69879	0	0	1.71937	0	0
	MEP.P.03.02	1.24892	0	0	1.25469	0.185103	0.0001131
	MEP.P.06.01	2.19972	0	0	2.21166	8.22064	0.0024818
86	bld-86
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	112.243	166974	147.107	115.206	178342	156.637
	B1071.001	0	0	0	0	0	0
	B2011.011az	16.8693	0	0	20.851	2.32509	0.0136252
	B3011.011z	105.832	0	0	115.26	25.373	0.0672542
	BI.C.01.04	53.2369	0	0	53.2369	9.90001	0.0138
	BI.D.02.03	2.22063	2855.87	4.75978	2.50714	3778.42	6.26148
	BI.L.01.02	210.643	0	0	213.329	10.01	0.0035
	BI.P.01.03	8.24962	0	0	8.87268	4206.27	0.351863
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	355.507	191.959	0	390.085	237.398	0
	E2022.022z	56.7686	0	0	62.8685	214.104	0
	MEP.L.01.01	0.417362	0	0	0.789543	2290.37	2.72762
	MEP.M.06.06	0.769183	0	0	0.842009	0	0
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	7.63893	0	0	8.45436	0	0
	MEP.M.08.01	5.60389	0	0	5.60389	0	0
	MEP.P.01.02	0.212212	0	0	0.21404	0	0
	MEP.P.02.06	0.861693	0	0	0.882165	0.581619	0.000800326
	MEP.P.03.02	0.635542	0	0	0.63985	0	0
	MEP.P.06.01	1.13448	0	0	1.14864	0.376326	8.69114e-05
87	bld-87
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	372.596	736412	643.182	377.597	763021	670.662
	B1071.001	0	0	0	0	0	0
	B2011.011az	138.651	0	0	150.006	18.8601	0.0918546
	B3011.011z	180.001	0	0	268.466	32.4146	0.1134
	BI.C.01.04	153.407	0	0	153.407	59.4	0.0827999
	BI.D.02.03	3.7198	10656.6	17.2337	4.0826	14047.2	22.8634
	BI.L.01.02	661.36	0	0	670.692	37.18	0.013
	BI.P.01.03	42.8973	69150	5.85	43.3248	70280	5.93923
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	303.664	0	0	304.137	129.203	0
	E2022.020z	475.708	0	0	513.267	108.304	0
	E2022.022z	840.191	0	0	901.372	868.816	0
	MEP.L.01.01	1.38756	0	0	1.52082	1982.88	2.36142
	MEP.M.06.06	3.22515	0	0	3.2658	1.815	0.019314
	MEP.M.06.08	0.861547	0	0	0.867685	0	0
	MEP.M.07.03	41.2223	0	0	43.8462	0	0
	MEP.M.08.01	21.418	0	0	21.6369	33	0.0176
	MEP.P.01.02	0.650328	0	0	0.655633	0	0
	MEP.P.02.06	4.08165	0	0	4.54661	5.68533	0.0078401
	MEP.P.03.02	2.67842	0	0	2.88036	0	0
	MEP.P.06.01	3.90923	0	0	3.91857	0	0
88	bld-88
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	94.9029	99418	86.8272	99.638	103703	91.0817
	B1071.001	0	0	0	0	0	0
	B2011.011az	31.2597	0	0	37.0236	0	0
	B3011.011z	28.9769	0	0	71.8292	20.2032	0.0595487
	BI.C.01.04	36.9819	0	0	36.9819	19.8	0.0276
	BI.D.02.03	0.8107	0	0	0.99667	1098.83	1.831
	BI.L.01.02	155.248	0	0	164.039	5.72	0.002
	BI.P.01.03	10.2163	0	0	10.4177	570.915	0.0474941
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	71.6218	0	0	73.1399	56.2882	0
	E2022.020z	102.958	0	0	128.01	76.741	0
	E2022.022z	182.154	0	0	220.269	597.564	0
	MEP.L.01.01	0.284686	0	0	0.362922	1128.37	1.34378
	MEP.M.06.06	0.774373	0	0	0.787539	0	0
	MEP.M.06.08	0.204556	0	0	0.20779	0	0
	MEP.M.07.03	9.44262	0	0	10.5473	0	0
	MEP.M.08.01	5.10843	0	0	5.21008	0	0
	MEP.P.01.02	0.154979	0	0	0.157775	0	0
	MEP.P.02.06	0.897166	0	0	1.136	0	0
	MEP.P.03.02	0.60236	0	0	0.724579	0	0
	MEP.P.06.01	0.914078	0	0	0.936332	2.39982	0.000554232
89	bld-89
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	207.286	215188	188.39	216.504	225778	197.728
	B1071.001	0	0	0	0	0	0
	B2011.011az	63.0472	0	0	77.8878	10.2439	0.053292
	B3011.011z	57.976	0	0	129.212	28.4133	0.0772566
	BI.C.01.04	77.8304	0	0	77.8304	19.8	0.0276
	BI.D.02.03	1.64365	265.085	0.441809	2.05438	2317.29	3.86439
	BI.L.01.02	323.322	0	0	339.701	15.73	0.0055
	BI.P.01.03	21.7314	0	0	22.2238	874.242	0.0728798
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	150.475	0	0	153.98	176.147	0
	E2022.020z	216.494	47.9295	0	260.409	142.045	0
	E2022.022z	372.773	458.683	0	462.034	1158.36	0
	MEP.L.01.01	0.601634	0	0	0.757199	2595.57	3.09109
	MEP.M.06.06	1.6074	0	0	1.63005	0	0
	MEP.M.06.08	0.430969	0	0	0.440886	0	0
	MEP.M.07.03	19.6106	0	0	22	0	0
	MEP.M.08.01	10.8436	0	0	11.0576	0	0
	MEP.P.01.02	0.323464	0	0	0.329998	0	0
	MEP.P.02.06	1.75569	0	0	2.24923	0	0
	MEP.P.03.02	1.20209	0	0	1.44842	0.761823	0.00046587
	MEP.P.06.01	1.93839	0	0	1.98052	8.39645	0.00193913
90	bld-90
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	276.79	483452	426.029	279.794	511781	450.184
	B1071.001	0	0	0	0	0	0
	B2011.011az	108.911	0	0	116.598	6.67313	0.0435774
	B3011.011z	141.836	0	0	189.654	21.0221	0.0569288
	BI.C.01.04	114.637	0	0	114.637	39.6	0.0552
	BI.D.02.03	2.88514	10197.6	16.6064	3.09204	12749.1	20.6667
	BI.L.01.02	488.085	0	0	497.347	18.5773	0.0065
	BI.P.01.03	32.2346	59145	4.98781	32.361	59870.7	5.05263
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	225.265	0	0	226.991	57.5707	0
	E2022.020z	373.638	0	0	393.562	55.9149	0
	E2022.022z	623.899	0	0	670.672	547.133	0
	MEP.L.01.01	1.0951	0	0	1.15493	1332.32	1.58667
	MEP.M.06.06	2.41484	0	0	2.42783	0	0
	MEP.M.06.08	0.647308	0	0	0.649362	0	0
	MEP.M.07.03	31.4688	0	0	32.7032	33	0.01059
	MEP.M.08.01	16.0916	0	0	16.2396	0	0
	MEP.P.01.02	0.48488	0	0	0.487602	0	0
	MEP.P.02.06	3.19903	0	0	3.37301	0.681778	0.000938148
	MEP.P.03.02	2.06989	0	0	2.17167	0	0
	MEP.P.06.01	2.89147	0	0	2.91476	0	0
91	bld-91
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	205.283	0	0	216.9	9.53296	0.0462785
	B3011.011z	263.409	0	0	376.868	181.563	0.450929
	BI.C.01.04	217.107	0	0	217.107	19.8	0.0276
	BI.D.02.03	5.3362	10319.3	17.2265	5.78264	11784.2	19.6136
	BI.L.01.02	942.136	0	0	948.788	513.201	0.179769
	BI.P.01.03	61.659	29937.3	2.51333	62.037	31705	2.66499
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	255.177	2021	4.2	262.149	2071.74	3.9316
	E2022.001u	427.63	0	0	429.208	1347.73	0
	E2022.020z	705.366	885.568	0	746.772	978.885	0
	E2022.022z	1205.19	6817.7	0	1270.47	7480.74	0
	MEP.L.01.01	1.96195	6309.15	7.51363	2.13221	9720	11.5756
	MEP.M.06.06	4.57239	0	0	4.59082	2.21027	0.0231627
	MEP.M.06.08	1.2295	0	0	1.23343	0	0
	MEP.M.07.03	59.7951	0	0	62.3453	237.352	0.0761684
	MEP.M.08.01	30.6128	0	0	30.8018	66	0.0352
	MEP.P.01.02	0.918274	0	0	0.922876	0	0
	MEP.P.02.06	6.14092	0	0	6.52779	0	0
	MEP.P.03.02	3.97409	0	0	4.1669	0	0
	MEP.P.06.01	5.5077	0	0	5.54085	124.601	0.0567502
92	bld-92
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	79.4383	157873	138.823	80.9707	164841	144.725
	B1071.001	0	0	0	0	0	0
	B2011.011az	15.6788	0	0	16.7444	2.8723	0.0123485
	B3011.011z	35.0579	0	0	42.9837	2.25267	0.00242393
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	3.71959	14908.8	24.1637	3.81141	14120.7	22.9381
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	11.3234	18951.8	1.58827	11.5125	19875.7	1.66721
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	238.33	0	0	256.345	50.467	0
	E2022.022z	38.0327	0	0	40.9228	49.055	0
	MEP.L.01.01	0.362406	0	0	0.425508	537.078	0.639611
	MEP.M.06.06	0.509791	0	0	0.549479	0	0
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	7.81719	0	0	7.99648	11	0.00353
	MEP.M.08.01	3.6879	0	0	3.6879	0	0
	MEP.P.01.02	0.139202	0	0	0.140253	0	0
	MEP.P.02.06	2.04861	0	0	2.10652	0	0
	MEP.P.03.02	1.17838	0	0	1.2147	0	0
	MEP.P.06.01	1.11324	0	0	1.11355	0	0
93	bld-93
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	420.352	819845	718.418	426.833	859615	755.31
	B1071.001	0	0	0	0	0	0
	B2011.011az	80.5987	0	0	86.3607	10.1625	0.0477173
	B3011.011z	202.535	0	0	238.281	17.7561	0.0649158
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	19.3793	61278.7	99.9835	19.9291	65383.4	106.979
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	60.0769	91789.4	7.76758	61.0666	97877.1	8.27782
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	1246.21	216.473	0	1346.82	287.438	0
	E2022.022z	204.037	0	0	219.783	235.606	0
	MEP.L.01.01	1.94216	0	0	2.24238	2868.68	3.41634
	MEP.M.06.06	2.79546	0	0	2.96335	0	0
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	41.7487	0	0	42.3818	11	0.00352999
	MEP.M.08.01	19.4702	0	0	19.4702	0	0
	MEP.P.01.02	0.743842	0	0	0.746253	0	0
	MEP.P.02.06	10.9913	0	0	11.1865	0	0
	MEP.P.03.02	6.24481	0	0	6.40497	0.42673	0.000260736
	MEP.P.06.01	5.85904	0	0	5.8641	0.866	0.0002
94	bld-94
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	149.045	265373	234.599	150.362	278865	244.615
	B1071.001	0	0	0	0	0	0
	B2011.011az	28.5265	0	0	30.256	4.85987	0.0261415
	B3011.011z	71.1092	0	0	81.8956	5.07839	0.0146872
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	6.95318	26316.5	42.6554	7.05957	27526.4	44.6813
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	21.118	39224.1	3.29827	21.306	41238.6	3.47087
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	449.946	0	0	470.872	73.849	0
	E2022.022z	72.8638	0	0	76.7625	55.3587	0
	MEP.L.01.01	0.754553	0	0	0.81345	946.414	1.12709
	MEP.M.06.06	0.953464	0	0	1.01662	0	0
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	14.3947	0	0	14.741	0.339013	0.000108792
	MEP.M.08.01	6.81782	0	0	6.81782	0	0
	MEP.P.01.02	0.261139	0	0	0.260824	0	0
	MEP.P.02.06	3.79109	0	0	3.90471	0	0
	MEP.P.03.02	2.21854	0	0	2.25116	0	0
	MEP.P.06.01	2.05287	0	0	2.05296	0	0
95	bld-95
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	424.237	845143	742.468	428.883	882089	775.323
	B1071.001	0	0	0	0	0	0
	B2011.011az	82.8145	0	0	88.1592	7.11587	0.0425312
	B3011.011z	189.943	0	0	224.55	18.104	0.0713889
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	19.489	60776.6	99.2431	19.9107	64365.2	105.301
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	59.6635	93122.8	7.87807	60.8604	97541	8.25066
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	1271.36	221.085	0	1331.9	276.041	0
	E2022.022z	197.545	0	0	212.682	227.253	0
	MEP.L.01.01	2.00618	0	0	2.28891	3302.95	3.93351
	MEP.M.06.06	2.73092	0	0	2.89124	0	0
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	41.1646	0	0	42.5876	0	0
	MEP.M.08.01	19.3888	0	0	19.3888	66	0.0352
	MEP.P.01.02	0.739972	0	0	0.744723	0	0
	MEP.P.02.06	10.8918	0	0	11.2357	0	0
	MEP.P.03.02	6.27286	0	0	6.35291	0	0
	MEP.P.06.01	5.82573	0	0	5.83586	0	0
96	bld-96
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	69.7736	141247	124.955	71.0812	145975	128.407
	B1071.001	0	0	0	0	0	0
	B2011.011az	13.7438	0	0	14.6274	0	0
	B3011.011z	33.0634	0	0	38.6133	7.1706	0.0345192
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	3.23921	10439.8	17.0857	3.34439	11778.3	19.1479
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	9.91427	16685.9	1.39788	10.1553	17784	1.49112
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	204.039	0	0	222.723	41.4469	0
	E2022.022z	33.9961	0	0	36.1819	35.4676	0
	MEP.L.01.01	0.334176	0	0	0.385929	642.125	0.764713
	MEP.M.06.06	0.456939	0	0	0.482721	0	0
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	6.76346	0	0	6.96269	0	0
	MEP.M.08.01	3.24179	0	0	3.24179	0	0
	MEP.P.01.02	0.122766	0	0	0.123678	0	0
	MEP.P.02.06	1.82553	0	0	1.86816	0	0
	MEP.P.03.02	1.02781	0	0	1.06576	0	0
	MEP.P.06.01	0.980321	0	0	0.981134	0	0
97	bld-97
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	607.201	941706	828.52	611.154	966792	850.196
	B1071.001	0	0	0	0	0	0
	B2011.011az	120.521	0	0	124.32	12.0355	0.066796
	B3011.011z	295.46	0	0	339.003	26.9515	0.0940608
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	27.9785	94393.1	153.895	28.5748	100028	163.309
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	86.2744	243812	20.4311	87.1201	249558	20.9117
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	1838.75	173.904	0	1928.02	238.321	0
	E2022.022z	299.004	0	0	314.561	203.397	0
	MEP.L.01.01	3.01554	0	0	3.29236	2836.93	3.37852
	MEP.M.06.06	3.99952	0	0	4.19464	1.815	0.019314
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	59.5322	0	0	60.5229	18.091	0.00580554
	MEP.M.08.01	27.7834	0	0	27.7834	33	0.0176
	MEP.P.01.02	1.0672	0	0	1.06616	0	0
	MEP.P.02.06	15.6518	0	0	15.8986	7.93139	0.010957
	MEP.P.03.02	8.94263	0	0	9.07516	0	0
	MEP.P.06.01	8.34594	0	0	8.35619	0.442442	0.000102181
98	bld-98
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	1096.41	1.46944e+06	1294.64	1100.99	1.52843e+06	1341.56
	B1071.001	0	0	0	0	0	0
	B2011.011az	218.551	0	0	224.155	22.8247	0.121776
	B3011.011z	547.069	0	0	599.985	60.1139	0.214245
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	51.78	144055	235.764	52.3177	155544	254.657
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	156.024	623737	49.9322	157.464	653790	52.2589
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	3380.77	315.897	0	3500.08	382.56	0
	E2022.022z	537.505	0	0	561.789	347.866	0
	MEP.L.01.01	5.66014	0	0	5.97611	4183.71	4.98241
	MEP.M.06.06	7.22551	0	0	7.5798	0.683063	0.00726868
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	106.924	0	0	108.909	22	0.00706
	MEP.M.08.01	50.1608	0	0	50.1608	66.0001	0.0352
	MEP.P.01.02	1.91027	0	0	1.91967	0.859777	9.85898e-05
	MEP.P.02.06	28.3842	0	0	28.7697	0	0
	MEP.P.03.02	16.1269	0	0	16.4569	1.12032	0.000686065
	MEP.P.06.01	15.0881	0	0	15.1151	0	0
99	bld-99
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	142.171	0	0	150.836	5.0683	0.0291958
	B3011.011z	185.573	0	0	269.018	102.119	0.317093
	BI.C.01.04	152.674	0	0	152.674	80.8685	0.112726
	BI.D.02.03	3.81279	7519.21	12.539	4.06434	8524.93	14.1678
	BI.L.01.02	663.897	0	0	670.869	369.914	0.1295
	BI.P.01.03	42.7871	22737.7	1.90667	43.1597	23230.8	1.95028
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	176.818	0	0	181.621	1400.72	2.5371
	E2022.001u	301.775	0	0	302.097	882.173	0
	E2022.020z	485.777	590.301	0	514.791	660.833	0
	E2022.022z	853.886	4745.48	0	908.007	5359.21	0
	MEP.L.01.01	1.40641	4459.15	5.31045	1.52061	6944.47	8.27023
	MEP.M.06.06	3.22242	0	0	3.24442	0.158228	0.00154064
	MEP.M.06.08	0.862495	0	0	0.869391	0	0
	MEP.M.07.03	41.547	0	0	42.8268	166.643	0.0534774
	MEP.M.08.01	21.5052	0	0	21.6557	66	0.0352
	MEP.P.01.02	0.645145	0	0	0.649469	0	0
	MEP.P.02.06	4.28894	0	0	4.5304	0	0
	MEP.P.03.02	2.75078	0	0	2.89004	0	0
	MEP.P.06.01	3.89581	0	0	3.91494	106.398	0.0404266
100	bld-100
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	14.6112	0	0	17.718	0	0
	B3011.011z	13.0872	0	0	27.0181	6.5213	0.0119537
	BI.C.01.04	16.9996	0	0	16.9996	9.9	0.0138
	BI.D.02.03	0.357808	0	0	0.459335	234.399	0.390667
	BI.L.01.02	70.7046	0	0	73.5149	1.43	0.0005
	BI.P.01.03	4.70218	0	0	4.78358	16.361	0.00136885
	C.F.KL	28.81	0	0	34.489	15	0.0750001
	C.F.KZ	28.2127	0	0	33.5533	5	0.0278
	C.S.Q	0	0	0	0	0	0
	E2022.001u	33.3859	0	0	33.8552	39.7215	0
	E2022.020z	45.8951	0	0	56.1177	34.1224	0
	E2022.022z	81.0754	0	0	99.5403	269.647	0
	MEP.L.01.01	0.131146	0	0	0.165905	476.27	0.567194
	MEP.M.06.06	0.351268	0	0	0.358587	0	0
	MEP.M.06.08	0.094641	0	0	0.096281	0	0
	MEP.M.07.03	4.20869	0	0	4.80168	0	0
	MEP.M.08.01	2.33773	0	0	2.42115	0	0
	MEP.P.01.02	0.0697109	0	0	0.0716425	0	0
	MEP.P.02.06	0.390399	0	0	0.496226	0	0
	MEP.P.03.02	0.263666	0	0	0.321184	0	0
	MEP.P.06.01	0.424048	0	0	0.436591	2.95662	0.00108132
101	bld-101
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	125.218	173063	153.689	127.819	183251	161.305
	B1071.001	0	0	0	0	0	0
	B2011.011az	48.796	0	0	53.454	2.74308	0.012127
	B3011.011z	56.5181	0	0	94.2655	8.31272	0.0353302
	BI.C.01.04	52.0136	0	0	52.0136	9.89999	0.0138
	BI.D.02.03	1.17838	1201.08	2.0018	1.38913	1907.91	3.17007
	BI.L.01.02	219.706	0	0	226.34	8.58	0.003
	BI.P.01.03	14.5606	7768.99	0.649999	14.7424	5584.29	0.467244
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
