ID	Name	QuantityMedian	LossMedian	DowntimeMedian	QuantityMean	LossMean	DowntimeMean
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	4.34327	699.903	1.1665	4.42316	2094.43	3.49122
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	13.2771	0	0	13.515	77.4703	0.00648163
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	289.474	2852.59	0	301.048	3087.23	0
	E2022.022z	46.0792	1846.73	0	48.2659	2231.05	0
	MEP.L.01.01	0.462111	4266.06	5.08049	0.501036	5010.73	5.96733
	MEP.M.06.06	0.615177	0	0	0.637367	0.22507	0.00219147
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	9.02279	0	0	9.21575	460.353	0.147763
	MEP.M.08.01	4.29726	0	0	4.29726	28.362	0.0151264
	MEP.P.01.02	0.163839	0	0	0.163993	0.0274076	1.64445e-05
	MEP.P.02.06	2.43309	0	0	2.45927	0.887444	0.000653802
	MEP.P.03.02	1.3818	0	0	1.40492	0.084854	5.18465e-05
	MEP.P.06.01	1.29373	0	0	1.29465	115.27	0.0544652
477	bld-477
	B1035.001	0	0	0	0	0	0
	B1052.011z	96.846	1598.39	1.41788	97.6199	2181.59	1.92257
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	17.3599	0	0	18.073	2.03775	0.0123668
	B3011.011z	42.9333	0	0	47.5321	664.453	2.17465
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	4.12566	0	0	4.18887	1826.74	3.04546
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	12.4975	0	0	12.5994	89.7835	0.00751181
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	266.792	2728.99	0	280.26	2953.72	0
	E2022.022z	43.4304	1765.18	0	44.6955	2101.37	0
	MEP.L.01.01	0.439898	3836.52	4.56894	0.474167	4662.74	5.5529
	MEP.M.06.06	0.59197	0	0	0.617204	0.361343	0.00351834
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	8.65174	0	0	8.76671	222.464	0.0713906
	MEP.M.08.01	4.04063	0	0	4.04063	106.673	0.0568921
	MEP.P.01.02	0.153566	0	0	0.154029	0.0200444	1.20266e-05
	MEP.P.02.06	2.31519	0	0	2.34976	0	0
	MEP.P.03.02	1.30965	0	0	1.33194	0.24337	0.000148701
	MEP.P.06.01	1.21797	113.684	0.0393729	1.21914	114.808	0.0525639
478	bld-478
	B1035.001	0	0	0	0	0	0
	B1052.011z	443.097	8568.05	7.43418	448.531	9134.07	7.96325
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	80.389	0	0	84.9424	5.30287	0.0265682
	B3011.011z	196.394	2191.31	6.35492	219.847	3108.62	9.22396
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	18.8714	8534.44	14.24	19.1424	8432.77	14.0845
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	57.8933	0	0	58.3411	430.757	0.0357772
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	1246.96	12498.5	0	1302.51	13540.5	0
	E2022.022z	197.59	8575.87	0	205.341	9342.09	0
	MEP.L.01.01	2.00282	18081.1	21.5329	2.20577	20978.2	24.9832
	MEP.M.06.06	2.65082	0	0	2.80788	2.85985	0.0293959
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	39.4871	0	0	40.2171	1191.08	0.382539
	MEP.M.08.01	18.6321	0	0	18.6321	320.972	0.171185
	MEP.P.01.02	0.706114	0	0	0.710615	0.556356	0.000333813
	MEP.P.02.06	10.4583	0	0	10.6356	5.79017	0.00429689
	MEP.P.03.02	5.96828	0	0	6.10623	2.18841	0.00133823
	MEP.P.06.01	5.62091	291.999	0.155276	5.63246	500.226	0.231993
479	bld-479
	B1035.001	0	0	0	0	0	0
	B1052.011z	464.595	8632.09	7.60034	471.52	9314.55	8.22351
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	83.1248	0	0	87.3448	9.93788	0.049294
	B3011.011z	213.886	2341.12	7.19506	234.167	3118.88	9.87967
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	20.2622	8534.44	14.24	20.4578	8941.58	14.9371
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	61.6889	0	0	62.3231	465.901	0.0386597
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	1340.18	12920.4	0	1383.09	13987.3	0
	E2022.022z	212.507	9599.66	0	221.484	10445	0
	MEP.L.01.01	2.12668	19450.2	23.1634	2.32807	22784.9	27.1348
	MEP.M.06.06	2.84265	0	0	2.94565	1.67448	0.0165759
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	42.089	0	0	42.6658	1500.5	0.481695
	MEP.M.08.01	19.6986	0	0	19.6986	357.033	0.190418
	MEP.P.01.02	0.756033	0	0	0.755061	1.05315	0.000207869
	MEP.P.02.06	11.0817	0	0	11.3191	2.54851	0.00188798
	MEP.P.03.02	6.27474	0	0	6.39301	0.63581	0.000388621
	MEP.P.06.01	5.9203	494.089	0.2	5.93621	538.858	0.244755
480	bld-480
	B1035.001	0	0	0	0	0	0
	B1052.011z	468.297	8993.07	7.69729	473.892	9432.5	8.22715
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	84.8249	0	0	89.2089	8.74233	0.0489703
	B3011.011z	214.049	2225.42	7.59459	234.856	3115	9.62969
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	20.1107	8534.44	14.24	20.4595	9037.09	15.0972
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	61.3968	0	0	61.9099	356.127	0.0297957
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	1309.02	13176.4	0	1372.13	14064.8	0
	E2022.022z	205.619	9073.84	0	215.782	10137.7	0
	MEP.L.01.01	2.08434	19940.7	23.7476	2.32209	22961.8	27.3455
	MEP.M.06.06	2.88591	0	0	2.99316	1.48445	0.0151695
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	42.3148	0	0	42.9253	1438.11	0.461806
	MEP.M.08.01	19.6616	0	0	19.6616	455.3	0.242827
	MEP.P.01.02	0.74879	0	0	0.749841	0.32463	0.000194778
	MEP.P.02.06	11.1278	0	0	11.3435	0	0
	MEP.P.03.02	6.32739	0	0	6.4716	0.82346	0.000503683
	MEP.P.06.01	5.90465	549.999	0.2	5.92377	549.872	0.252674
481	bld-481
	B1035.001	0	0	0	0	0	0
	B1052.011z	270.08	5124.04	4.47196	272.45	5717.8	5.12134
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	49.6269	0	0	51.7962	0	0
	B3011.011z	120.328	1181.63	3.68977	134.053	1812.91	5.78657
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	11.38	4320	7.2	11.6933	5390.23	8.99561
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	35.2532	0	0	35.5208	315.674	0.0261382
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	753.118	7504.35	0	796.811	8195.69	0
	E2022.022z	122.68	5206.5	0	127.233	5996.11	0
	MEP.L.01.01	1.20537	10881.2	12.9585	1.31378	13007.4	15.4907
	MEP.M.06.06	1.62712	0	0	1.69602	1.98399	0.0200582
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	24.1577	0	0	24.5539	816.844	0.262208
	MEP.M.08.01	11.3793	0	0	11.3793	201.413	0.10742
	MEP.P.01.02	0.433497	0	0	0.434139	0.0627562	3.76538e-05
	MEP.P.02.06	6.48779	0	0	6.61109	2.75386	0.00203098
	MEP.P.03.02	3.62667	0	0	3.70715	1.76094	0.00107595
	MEP.P.06.01	3.44351	0	0	3.44088	311.676	0.137053
482	bld-482
	B1035.001	0	0	0	0	0	0
	B1052.011z	298.609	5618.44	4.8874	301.525	6279.11	5.53401
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	53.2976	0	0	55.8563	7.2935	0.0392302
	B3011.011z	134.982	1432.82	4.59335	152.582	2121.37	6.87173
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	12.7553	4320.01	7.20001	12.9559	5893.73	9.83598
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	38.8353	0	0	39.1637	292.22	0.0239021
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	824.302	8196.47	0	861.079	8757.1	0
	E2022.022z	131.135	5587.61	0	138.116	6375.2	0
	MEP.L.01.01	1.36279	12082.4	14.3891	1.46795	14298.7	17.0285
	MEP.M.06.06	1.77321	0	0	1.86245	0.763523	0.00743431
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	26.6025	0	0	27.0951	931.01	0.298985
	MEP.M.08.01	12.5213	0	0	12.5213	165.281	0.08815
	MEP.P.01.02	0.47648	0	0	0.479323	0.478463	0.000164843
	MEP.P.02.06	7.11439	0	0	7.20845	1.1091	0.00081772
	MEP.P.03.02	4.0376	0	0	4.10269	0.938332	0.000573329
	MEP.P.06.01	3.7704	0	0	3.77306	318.743	0.159799
483	bld-483
	B1035.001	0	0	0	0	0	0
	B1052.011z	487.271	9155.19	8.08849	493.479	9790.79	8.71136
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	87.5335	0	0	92.0627	17.5644	0.0944193
	B3011.011z	216.97	2421.11	7.84848	243.731	3353.97	10.236
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	21.0246	8534.45	14.24	21.2038	9406.75	15.714
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	64.0387	0	0	64.4538	491.382	0.040569
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	1366.77	13610.8	0	1423.91	14690.3	0
	E2022.022z	213.739	9147.74	0	223.431	10448	0
	MEP.L.01.01	2.16064	20915.7	24.9086	2.42988	24426.5	29.0898
	MEP.M.06.06	2.94704	0	0	3.08989	3.3875	0.0340329
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	43.5902	0	0	44.2722	1193.62	0.383308
	MEP.M.08.01	20.4925	0	0	20.4925	366.25	0.195334
	MEP.P.01.02	0.784106	0	0	0.786365	0.0901042	5.40626e-05
	MEP.P.02.06	11.474	0	0	11.7328	4.73958	0.00350239
	MEP.P.03.02	6.47052	0	0	6.62271	1.4384	0.000879029
	MEP.P.06.01	6.16334	450.873	0.2	6.17587	550.554	0.256521
484	bld-484
	B1035.001	0	0	0	0	0	0
	B1052.011z	438.924	8067.29	6.937	444.819	8685.79	7.65241
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	80.1609	0	0	83.6369	7.95414	0.0336289
	B3011.011z	198.242	2161.49	6.52223	221.719	2994.61	9.52961
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	18.5859	8534.44	14.24	18.9846	8531.4	14.2496
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	57.4105	0	0	57.8375	526.942	0.0429966
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	1233.3	12264.8	0	1274.05	13180.4	0
	E2022.022z	197.04	8451.64	0	205.113	9489.14	0
	MEP.L.01.01	1.92657	17317.1	20.6231	2.1098	20439.3	24.3413
	MEP.M.06.06	2.66556	0	0	2.77491	0.620718	0.00604383
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	39.4009	0	0	40.5122	1117.17	0.358622
	MEP.M.08.01	18.3807	0	0	18.3807	198	0.1056
	MEP.P.01.02	0.699277	0	0	0.701119	0.822467	0.000234327
	MEP.P.02.06	10.3572	0	0	10.5075	4.27257	0.00588541
	MEP.P.03.02	5.94514	0	0	6.03915	1.15126	0.000703566
	MEP.P.06.01	5.53219	267.666	0.139798	5.54211	511.819	0.234323
485	bld-485
	B1035.001	0	0	0	0	0	0
	B1052.011z	452.105	8342.35	7.25206	457.601	9007.84	7.93657
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	82.7724	0	0	85.8085	4.70629	0.0230032
	B3011.011z	207.212	2251.83	6.91815	226.877	3022.64	9.5795
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	19.3172	8534.44	14.24	19.7431	9180.94	15.3377
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	59.4273	0	0	60.1831	442.345	0.0367376
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	0	0	0	0	0	0
	E2022.001u	0	0	0	0	0	0
	E2022.020z	1311.44	13015.9	0	1343.51	14016.8	0
	E2022.022z	209.831	9453.41	0	217.314	10246.3	0
	MEP.L.01.01	2.08721	19069.4	22.7099	2.27735	22393.8	26.669
	MEP.M.06.06	2.71208	0	0	2.83737	1.97878	0.0196664
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	41.0824	0	0	41.6155	1275.65	0.409617
	MEP.M.08.01	19.1431	0	0	19.1431	334.722	0.178518
	MEP.P.01.02	0.726338	0	0	0.73139	0.0767679	4.60608e-05
	MEP.P.02.06	10.7605	0	0	11.0516	3.96713	0.00294322
	MEP.P.03.02	6.16421	0	0	6.276	3.58244	0.00219101
	MEP.P.06.01	5.76194	338.284	0.148995	5.76616	525.218	0.23193
486	bld-486
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	22.3418	0	0	27.0773	10.6137	0.0524787
	B3011.011z	20.973	0	0	48.687	11.3282	0.0451331
	BI.C.01.04	27.6995	0	0	27.6995	26.2017	0.0357475
	BI.D.02.03	0.580404	823.71	1.37285	0.751622	1633.1	2.71691
	BI.L.01.02	115.532	1430	0.499999	121.784	1070.18	0.375585
	BI.P.01.03	7.71765	0	0	7.929	3029.75	0.253576
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	45.0413	27597.1	54.6556	48.6428	29628.8	57.1407
	E2022.001u	53.3142	0	0	54.9329	40.0852	0
	E2022.020z	80.3942	0	0	96.9219	57.4715	0
	E2022.022z	138.493	0	0	163.721	443.076	0
	MEP.L.01.01	0.213942	0	0	0.282103	832.912	0.991923
	MEP.M.06.06	0.585951	0	0	0.591708	0.52299	0.00509227
	MEP.M.06.08	0.153317	0	0	0.156526	0	0
	MEP.M.07.03	6.94031	0	0	7.92896	481.896	0.154676
	MEP.M.08.01	3.88625	0	0	3.98981	231	0.1232
	MEP.P.01.02	0.11485	0	0	0.117389	0	0
	MEP.P.02.06	0.649787	0	0	0.831173	0	0
	MEP.P.03.02	0.439966	0	0	0.526416	0	0
	MEP.P.06.01	0.695633	0	0	0.706276	116.966	0.0585152
487	bld-487
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	16.2828	0	0	19.2767	5.09573	0.027656
	B3011.011z	12.8974	0	0	30.4819	4.55305	0.0160888
	BI.C.01.04	18.6961	0	0	18.6961	0	0
	BI.D.02.03	0.380401	0	0	0.484647	6.01065	0.00975231
	BI.L.01.02	77.62	0	0	80.6391	2.86	0.001
	BI.P.01.03	5.12248	0	0	5.232	0	0
	C.F.KL	31.2499	0	0	38.0232	5	0.025
	C.F.KZ	31.4886	0	0	38.641	5	0.0278
	C.S.Q	0	0	0	0	0	0
	E2022.001u	36.4632	0	0	37.0348	54.3602	0
	E2022.020z	51.6755	0	0	60.9462	37.1193	0
	E2022.022z	91.5995	0	0	110.539	296.229	0
	MEP.L.01.01	0.149708	0	0	0.188589	595.112	0.708724
	MEP.M.06.06	0.386398	0	0	0.394165	0	0
	MEP.M.06.08	0.104301	0	0	0.106438	0	0
	MEP.M.07.03	4.62634	0	0	5.31952	11	0.00353
	MEP.M.08.01	2.62127	0	0	2.66269	33	0.0176
	MEP.P.01.02	0.0780028	0	0	0.079518	0	0
	MEP.P.02.06	0.448033	0	0	0.573557	0	0
	MEP.P.03.02	0.295366	0	0	0.353131	0	0
	MEP.P.06.01	0.46915	0	0	0.47725	4.65896	0.00246845
488	bld-488
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	57.7933	0	0	63.8114	4.28448	0.0251698
	B3011.011z	68.0591	0	0	110.315	424.813	1.38842
	BI.C.01.04	62.8165	0	0	62.8165	0	0
	BI.D.02.03	1.42783	0	0	1.64894	1337.56	2.22883
	BI.L.01.02	266.858	0	0	272.208	194.366	0.068
	BI.P.01.03	17.738	0	0	17.8496	674.701	0.056455
	C.F.KL	110.931	0	0	124.766	19.3242	0.159701
	C.F.KZ	114.903	0	0	126.028	17.184	0.1172
	C.S.Q	0	0	0	0	0	0
	E2022.001u	123.956	0	0	124.637	2820.72	0
	E2022.020z	189.462	859.687	0	209.413	1023.21	0
	E2022.022z	333.364	6425.86	0	368.012	7824.78	0
	MEP.L.01.01	0.526143	2814.54	3.35186	0.606789	4396.86	5.23626
	MEP.M.06.06	1.33598	0	0	1.34578	0.227944	0.00221945
	MEP.M.06.08	0.349333	0	0	0.35264	0	0
	MEP.M.07.03	16.7406	0	0	17.7	111.882	0.0359039
	MEP.M.08.01	8.76383	0	0	8.87887	0	0
	MEP.P.01.02	0.265653	0	0	0.268417	0	0
	MEP.P.02.06	1.6498	0	0	1.85261	0	0
	MEP.P.03.02	1.04851	0	0	1.16847	0	0
	MEP.P.06.01	1.56426	0	0	1.58854	78.7429	0.0305852
489	bld-489
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	105.94	0	0	109.706	11.9694	0.0638937
	B3011.011z	140.232	0	0	187.986	13.9916	0.0406037
	BI.C.01.04	109.14	0	0	109.14	0	0
	BI.D.02.03	2.76314	3999.65	6.66609	2.9434	4589.54	7.64353
	BI.L.01.02	474.799	0	0	479.166	47.1773	0.0165
	BI.P.01.03	30.6459	7769	0.65	30.8277	7514.33	0.629059
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	139.562	0	0	142.677	242.022	0.289342
	E2022.001u	217.032	0	0	217.232	129.777	0
	E2022.020z	361.631	114.207	0	376.662	160.614	0
	E2022.022z	614.566	1052.14	0	647.739	1374.37	0
	MEP.L.01.01	1.02475	185.226	0.220586	1.08297	2823.63	3.36269
	MEP.M.06.06	2.30687	0	0	2.31361	1.07299	0.011418
	MEP.M.06.08	0.61462	0	0	0.616253	0	0
	MEP.M.07.03	30.2449	0	0	30.9144	44.0001	0.01412
	MEP.M.08.01	15.3178	0	0	15.4101	33	0.0176
	MEP.P.01.02	0.45914	0	0	0.46157	0.272299	3.12244e-05
	MEP.P.02.06	3.01295	0	0	3.22964	0	0
	MEP.P.03.02	1.97303	0	0	2.04477	0	0
	MEP.P.06.01	2.77766	0	0	2.78932	18.4944	0.00658061
490	bld-490
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	55.942	0	0	57.6049	5.41446	0.0280088
	B3011.011z	141.478	0	0	155.123	95.1068	0.273442
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	13.1426	33306.4	55.7237	13.4642	35181.7	58.6482
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	40.3805	37438.2	3.1471	40.617	38512.8	3.24109
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	151.722	0	0	154.248	709.64	1.29586
	E2022.001u	0	0	0	0	0	0
	E2022.020z	869.426	1160.67	0	897.897	1263.85	0
	E2022.022z	139.422	249.79	0	143.667	943.088	0
	MEP.L.01.01	1.37948	4743.26	5.64878	1.47736	6882.54	8.19648
	MEP.M.06.06	1.82046	0	0	1.91345	0	0
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	27.4765	0	0	27.805	16.9107	0.00542679
	MEP.M.08.01	12.9335	0	0	12.9335	0	0
	MEP.P.01.02	0.496605	0	0	0.497232	0	0
	MEP.P.02.06	7.38145	0	0	7.46328	0	0
	MEP.P.03.02	4.22669	0	0	4.2621	0	0
	MEP.P.06.01	3.90048	0	0	3.90134	49.5387	0.0174875
491	bld-491
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	43.8616	0	0	45.6659	2.44886	0.0142887
	B3011.011z	113.571	0	0	126.526	66.5892	0.258978
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	10.512	27475	45.8807	10.5877	28461.3	47.3577
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	31.5177	29937.3	2.51333	31.7752	30818.4	2.59006
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	121.896	0	0	122.953	616.508	1.06759
	E2022.001u	0	0	0	0	0	0
	E2022.020z	677.482	919.645	0	703.088	1007.03	0
	E2022.022z	109.528	0	0	113.736	721.443	0
	MEP.L.01.01	1.08259	3705.33	4.41271	1.18332	5304.75	6.31748
	MEP.M.06.06	1.44959	0	0	1.50815	0	0
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	21.9968	0	0	22.2548	0	0
	MEP.M.08.01	10.2113	0	0	10.2113	0	0
	MEP.P.01.02	0.390752	0	0	0.390715	0	0
	MEP.P.02.06	5.76536	0	0	5.84301	0	0
	MEP.P.03.02	3.27193	0	0	3.33451	0	0
	MEP.P.06.01	3.07573	0	0	3.08069	38.5199	0.0155483
492	bld-492
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	44.0223	0	0	46.0287	0	0
	B3011.011z	110.645	0	0	122.724	49.555	0.175956
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	10.409	26729.6	44.6578	10.5345	28305.7	47.1127
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	31.7422	29937.3	2.51333	31.9513	30615.2	2.57325
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	118.401	0	0	120.993	594.242	1.07472
	E2022.001u	0	0	0	0	0	0
	E2022.020z	682.983	913.923	0	704.584	1006.73	0
	E2022.022z	107.321	0	0	112.424	744.749	0
	MEP.L.01.01	1.10367	3667.09	4.36717	1.20311	5474.09	6.51914
	MEP.M.06.06	1.4743	0	0	1.51656	0.489232	0.00520608
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	21.6408	0	0	22.0911	32.8596	0.0105449
	MEP.M.08.01	10.2081	0	0	10.2081	0	0
	MEP.P.01.02	0.386684	0	0	0.388812	0.193049	2.21368e-05
	MEP.P.02.06	5.88037	0	0	5.91377	0	0
	MEP.P.03.02	3.31376	0	0	3.35329	0	0
	MEP.P.06.01	3.07552	0	0	3.07564	35.2984	0.0141356
493	bld-493
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	44.7216	0	0	46.4929	0	0
	B3011.011z	108.81	0	0	121.74	63.3313	0.238525
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	10.4839	27110.6	45.2619	10.6194	29197.6	48.5753
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	31.7609	29937.3	2.51333	31.9665	30167.6	2.53563
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	118.407	0	0	121.394	528.807	0.992145
	E2022.001u	0	0	0	0	0	0
	E2022.020z	672.707	929.043	0	698.466	1017.79	0
	E2022.022z	110.367	0	0	113.583	716.717	0
	MEP.L.01.01	1.09855	3812.57	4.54043	1.18286	5843.59	6.95919
	MEP.M.06.06	1.49352	0	0	1.54919	0	0
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	21.5842	0	0	21.9847	39.5291	0.0126852
	MEP.M.08.01	10.2127	0	0	10.2127	0	0
	MEP.P.01.02	0.389658	0	0	0.391135	0	0
	MEP.P.02.06	5.76524	0	0	5.8468	2.45386	0.0033766
	MEP.P.03.02	3.34655	0	0	3.38172	0	0
	MEP.P.06.01	3.07516	0	0	3.07824	38.1023	0.0119979
494	bld-494
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	43.9027	0	0	45.1738	0	0
	B3011.011z	110.606	0	0	122.057	52.8482	0.203974
	BI.C.01.04	0	0	0	0	0	0
	BI.D.02.03	10.5065	27192.7	45.3633	10.7222	28868.1	48.0323
	BI.L.01.02	0	0	0	0	0	0
	BI.P.01.03	32.0094	29937.3	2.51333	32.2184	31013.8	2.60707
	C.F.KL	0	0	0	0	0	0
	C.F.KZ	0	0	0	0	0	0
	C.S.Q	121.025	0	0	122.1	499.235	0.984095
	E2022.001u	0	0	0	0	0	0
	E2022.020z	691.335	954.032	0	715.407	1020.28	0
	E2022.022z	109.902	0	0	113.408	690.092	0
	MEP.L.01.01	1.0904	3453.67	4.113	1.17807	5230.01	6.22847
	MEP.M.06.06	1.46207	0	0	1.5119	0	0
	MEP.M.06.08	0	0	0	0	0	0
	MEP.M.07.03	21.883	0	0	22.3175	22	0.00706
	MEP.M.08.01	10.2778	0	0	10.2778	0	0
	MEP.P.01.02	0.392294	0	0	0.392928	0	0
	MEP.P.02.06	5.80341	0	0	5.87312	5.55696	0.00766232
	MEP.P.03.02	3.28908	0	0	3.36178	0	0
	MEP.P.06.01	3.09181	0	0	3.09219	40.5165	0.0170892
495	bld-495
	B1035.001	0	0	0	0	0	0
	B1052.011z	0	0	0	0	0	0
	B1052.011zu	0	0	0	0	0	0
	B1071.001	0	0	0	0	0	0
	B2011.011az	146.651	0	0	161.527	19.5546	0.102531
	B3011.011z	818.465	0	0	861.569	259.759	0.84495
	BI.C.01.04	404.28	0	0	404.28	99	0.138
	BI.D.02.03	18.3442	32200	53.7196	19.4252	35406.8	59.2956
	BI.L.01.02	1615.08	0	0	1626.44	835.015	0.292756
	BI.P.01.03	65.1273	29937.3	2.51333	67.3444	29740	2.49932
