0	bld-00	IDR	PFA	PFV	residual
0.001646	0.001321	0.001017	0.0005913	1.7	1.585	2.023	2.286	3.043	2.439e-18
0.002504	0.002307	0.001708	0.0008399	1.7	1.723	2.259	2.883	3.546	1.999e-05
0.002745	0.002241	0.001543	0.0008447	1.7	2.128	2.595	2.919	3.526	1.313e-05
0.001809	0.001539	0.001135	0.000603	1.7	1.616	1.974	2.622	3.138	6.33e-06
0.00218	0.002158	0.001742	0.0009127	1.7	1.616	2.29	2.887	3.557	0.0001268
0.003124	0.002188	0.001479	0.0006838	1.7	2.237	2.691	2.873	3.365	0.0001066
0.003735	0.00269	0.001456	0.0006101	1.7	2.271	2.843	3.051	3.25	5.37e-07
0.002931	0.002134	0.001273	0.0006218	1.7	2.246	2.691	2.876	3.31	5.418e-05
0.00249	0.002105	0.001546	0.0007941	1.7	1.92	2.393	2.874	3.486	3.463e-06
0.002057	0.001896	0.001486	0.0007844	1.7	1.492	2.177	2.847	3.436	3.556e-05
0.002109	0.001823	0.001347	0.0007144	1.7	1.812	2.453	2.881	3.319	1.151e-05
0.00215841	0.00191554	0.0014388	0.000807108	1.7	1.84258	2.37437	2.66518	3.42729	8.65633e-12
0.00211751	0.00150308	0.00104106	0.000584805	1.7	2.00254	2.22862	2.49001	3.17592	2.64807e-09
0.00341959	0.00269724	0.00183346	0.000848501	1.7	2.17814	2.69056	2.92591	3.58646	5.33589e-06
0.00387175	0.0027073	0.0015977	0.000662197	1.7	2.36659	2.94445	3.1156	3.42349	0.00191414
0.00195041	0.00189474	0.0016474	0.000927036	1.7	1.60262	2.18659	2.72253	3.51882	7.53171e-09
0.00246825	0.00192523	0.00134119	0.000679665	1.7	1.86642	2.44514	2.73224	3.27497	3.36105e-09
0.00263851	0.00224861	0.0015583	0.000781306	1.7	1.84699	2.48789	2.90739	3.43504	1.13068e-06
0.00278286	0.001988	0.00125005	0.000562445	1.7	2.13166	2.48623	2.68095	3.14421	2.52311e-09
0.00196721	0.00179394	0.00149967	0.000824689	1.7	1.73548	2.23385	2.66072	3.43248	6.0543e-10
0.00188575	0.00174342	0.00132361	0.00065634	1.7	1.50642	1.95279	2.76652	3.24897	0.000281695
0.00246531	0.00243134	0.00188381	0.000959378	1.7	1.59733	2.33169	2.94354	3.64772	3.7565e-08
0.00185187	0.00166811	0.00143252	0.000850756	1.7	1.65634	2.23613	2.67009	3.48621	7.95671e-08
0.00192408	0.00149193	0.00112786	0.00059662	1.7	1.59866	2.16203	2.53274	3.09477	2.78821e-10
0.00227044	0.00171797	0.00113281	0.00056011	1.7	1.86907	2.42736	2.67956	3.10662	5.60594e-09
0.00278932	0.00201983	0.00135856	0.000726446	1.7	2.32462	2.8477	2.90378	3.41883	1.91891e-06
0.00283764	0.00231106	0.00150714	0.000757221	1.7	2.0585	2.59561	2.88731	3.45556	1.61454e-06
0.00226604	0.00179994	0.00127266	0.000645355	1.7	1.79914	2.15471	2.61282	3.20704	1.22583e-09
0.00218069	0.0020187	0.00152315	0.000780812	1.7	1.60426	2.15864	2.79724	3.40251	2.9182e-07
0.00269765	0.00222439	0.0014253	0.000668667	1.7	1.98163	2.63387	3.08802	3.34471	0.672847
0.00180559	0.0016491	0.0013514	0.00081063	1.7	1.64013	2.13461	2.61684	3.4239	1.69653e-07
0.00164327	0.00184505	0.00160392	0.000920467	1.7	1.3023	1.88575	2.74229	3.46751	1.0279e-07
0.0034954	0.00263466	0.00176749	0.000856494	1.7	2.41449	2.86077	2.92757	3.59294	2.95113e-07
0.0019496	0.00169772	0.00133666	0.000707777	1.7	1.59026	2.12692	2.40829	3.25329	1.10803e-16
0.00226727	0.00195746	0.00130692	0.000655799	1.7	1.79072	2.25982	2.85705	3.28174	0.000202257
0.00263763	0.00222251	0.00152926	0.00075601	1.7	1.92883	2.52583	2.91493	3.43456	7.66123e-07
