idr,column_rotation
0.00019251700502679716,6.77106472723e-05
0.0002879267952133686,0.00014987538452300003
0.0003832404097133686,0.00024081262381510002
0.0004781497304333686,0.000331612056471
0.0005725122650162257,0.0004218940011920001
0.0006667859248162257,0.000511467398609
0.0007604734500990829,0.000600695348112
0.0008539767730847971,0.000689078500727
0.0009472356238933685,0.0007770583033519999
0.0010397794185333686,0.000864596309838
0.0011319425683333686,0.0009512825927229999
0.0012241003962905114,0.001037552341589
0.001315736284464797,0.001123603316951
0.00140661527348194,0.001208991481687
0.001497666823264797,0.001293564244408
0.0015890334261705115,0.001378205139187
0.0016803486732905114,0.001463095104557
0.0017717986960905114,0.00154795867275
0.0018627366245190828,0.001632902771236
0.0019532221962705117,0.0017175448301670001
0.0020433166125390827,0.0018018351111079999
0.0021328313470276544,0.001886008714794
0.0022232730135705115,0.00197007047245
0.002315287683944797,0.00205516209826
0.0024077610972076543,0.002141595410647
0.0025003396168762257,0.0022281384444779997
0.0025925541224619403,0.002316145284566
0.002684396365110512,0.0024059592396990003
0.002775681942953369,0.002495485765392
0.0028673131745276547,0.002583562338256
0.0029592748925562256,0.002671748341523
0.003054489055099083,0.002762702875769
0.0031510876951847976,0.00285814265953
0.0032460562546705114,0.002954249910549
0.003342479540013369,0.003048142476473
0.0034391077163276546,0.0031459803576550003
0.0035351454341276544,0.00324444810394
0.0036303611932419406,0.003342082200105
0.003722559467213369,0.0034390394575889997
0.0038115433478419403,0.003532999951859
0.0038994567396705114,0.00362381758168
0.00398846297204194,0.0037128945114050004
0.004076906685584797,0.0038028108538169995
0.0041677846102133684,0.003891982254572
0.004260812027356226,0.003985035640649
0.004355817041470512,0.004083244246436
0.004450727858956226,0.004182967240919
0.004545092921413368,0.00428273866419
0.004637408808127653,0.004383262246844
0.004728104193556225,0.004481630807276
0.0048190736538990826,0.004578292719093
0.004908507762470511,0.004674727970269
0.0049959052016133685,0.004769127466712
0.0050810759814990825,0.004861280554902
0.005165958317527654,0.004950749804262
0.0052514819356419395,0.005039891635535
0.0053368613318133685,0.005129779106937999
0.005421043845413369,0.005219842365482
0.005505941082584796,0.005308737512679
0.00559029176644194,0.0053980372613280005
0.005673562116099083,0.0054866268765209995
0.005755224736927654,0.005574062815865
0.00583613644564194,0.005659876507708999
0.005916981631356225,0.005744602181946
0.0059975149570133685,0.005829297238962
0.0060758940005276535,0.005915140151039999
0.006153467316956226,0.00599990645424
0.006233149679899083,0.0060840247897399995
0.006316987338070511,0.006170638604089999
0.0064045721060990825,0.00626198970713
0.006494508064470511,0.00635716225952
0.006586838852327653,0.006453958107160001
0.006675460847613369,0.00655128015205
0.006761805093956226,0.00664494058583
0.0068441781808705115,0.006736424169509999
0.0069167393852990824,0.006823751959020001
0.006988989261899082,0.00690071447752
0.0070624812567276546,0.006978308432739999
0.00713006760204194,0.0070581753971
0.007192110715413368,0.00713168922812
0.007251959632813368,0.00719924026634
0.0073081215771562255,0.0072645819746
0.007359468849899083,0.00732602598146
