1
11 18
1.9850E-03	1.4500E-03	1.2310E-03	7.0850E-04	2.6496E-03	2.5367E-03	1.6837E-03	1.4526E-03	1.1780E-03	1.1135E-03	3.2995E-04	3.7988E-04	2.0000E+00	1.7170E+00	2.1780E+00	2.5560E+00	3.3100E+00	4.7020E-05
3.0930E-03	2.6360E-03	1.9600E-03	9.4390E-04	4.0815E-03	3.8953E-03	3.0841E-03	2.7171E-03	1.8947E-03	1.9115E-03	4.3957E-04	5.0609E-04	2.0000E+00	2.0880E+00	2.3450E+00	3.0540E+00	3.6640E+00	2.5310E-06
3.1390E-03	2.6370E-03	1.8170E-03	1.1070E-03	4.1379E-03	3.9505E-03	3.0852E-03	2.7182E-03	1.7581E-03	1.7533E-03	5.1259E-04	6.0239E-04	2.0000E+00	2.2990E+00	2.6050E+00	3.1070E+00	3.8340E+00	1.2200E-05
2.6670E-03	1.8470E-03	1.3140E-03	6.6860E-04	3.5493E-03	3.3818E-03	2.1752E-03	1.8716E-03	1.2614E-03	1.2036E-03	3.1137E-04	3.5848E-04	2.0000E+00	2.3970E+00	2.3270E+00	2.7330E+00	3.3210E+00	7.6490E-05
2.2020E-03	2.3290E-03	1.9920E-03	1.0940E-03	2.9409E-03	2.8080E-03	2.7439E-03	2.3844E-03	1.9252E-03	1.9470E-03	5.0706E-04	5.9345E-04	2.0000E+00	1.8390E+00	2.3170E+00	3.0620E+00	3.7520E+00	1.1540E-04
3.7220E-03	2.6810E-03	1.6800E-03	7.6490E-04	4.8563E-03	4.6496E-03	3.1337E-03	2.7660E-03	1.6235E-03	1.6031E-03	3.5621E-04	4.1012E-04	2.0000E+00	2.6780E+00	2.9990E+00	3.0650E+00	3.3360E+00	6.3530E-05
3.9490E-03	2.8930E-03	1.6990E-03	6.9160E-04	5.1308E-03	4.9206E-03	3.3666E-03	2.9955E-03	1.6424E-03	1.6240E-03	3.2208E-04	3.7081E-04	2.0000E+00	2.4860E+00	2.9400E+00	3.0230E+00	3.3450E+00	4.8010E-06
4.7960E-03	3.2590E-03	1.9460E-03	7.9670E-04	6.1730E-03	5.9305E-03	3.7570E-03	3.3954E-03	1.8814E-03	1.8959E-03	3.7102E-04	4.2717E-04	2.0000E+00	2.4610E+00	2.8330E+00	3.1700E+00	3.4000E+00	1.6790E-04
2.8700E-03	2.3980E-03	1.7170E-03	8.8530E-04	3.8050E-03	3.6273E-03	2.8214E-03	2.4593E-03	1.6601E-03	1.6438E-03	4.1228E-04	4.7467E-04	2.0000E+00	2.2470E+00	2.5560E+00	2.9810E+00	3.6210E+00	3.6990E-05
2.5550E-03	2.3120E-03	1.7620E-03	9.0510E-04	3.4048E-03	3.2445E-03	2.7248E-03	2.3660E-03	1.7045E-03	1.6930E-03	4.2151E-04	4.8529E-04	2.0000E+00	1.7970E+00	2.4400E+00	3.0090E+00	3.6010E+00	4.5130E-05
2.3070E-03	2.0520E-03	1.5040E-03	7.6830E-04	3.0805E-03	2.9386E-03	2.4225E-03	2.0887E-03	1.4498E-03	1.4103E-03	3.5780E-04	4.1194E-04	2.0000E+00	1.9210E+00	2.4950E+00	2.9440E+00	3.4080E+00	2.6330E-07
