1
11 18
4.4850E-03	3.3020E-03	2.5410E-03	1.3730E-03	5.7858E-03	5.5582E-03	3.8016E-03	3.4423E-03	2.4291E-03	2.5527E-03	5.9654E-04	8.7168E-04	4.0000E+00	3.1880E+00	3.6630E+00	3.4980E+00	4.1790E+00	2.2090E-04
5.4750E-03	4.8650E-03	3.4640E-03	1.6740E-03	7.0130E-03	6.7463E-03	5.3635E-03	5.1727E-03	3.1894E-03	3.5795E-03	6.7869E-04	1.2070E-03	4.0000E+00	3.5740E+00	3.4760E+00	4.0260E+00	4.6550E+00	1.2510E-05
5.6870E-03	5.4200E-03	4.0350E-03	1.9800E-03	7.2697E-03	7.0011E-03	5.8611E-03	5.7890E-03	3.6144E-03	4.2366E-03	7.0799E-04	1.5580E-03	4.0000E+00	4.9210E+00	4.2650E+00	4.3580E+00	4.7900E+00	1.7030E-05
9.2500E-03	7.1500E-03	4.7130E-03	2.2390E-03	1.1414E-02	1.1046E-02	7.2255E-03	7.7150E-03	4.1403E-03	5.0085E-03	7.1839E-04	1.8568E-03	4.0000E+00	4.3750E+00	4.2440E+00	4.7400E+00	5.1770E+00	1.2330E-04
4.6910E-03	3.8540E-03	2.8280E-03	1.6740E-03	6.0421E-03	5.8042E-03	4.3699E-03	4.0491E-03	2.6804E-03	2.8675E-03	6.7869E-04	1.2070E-03	4.0000E+00	3.6790E+00	3.5300E+00	3.6850E+00	4.4680E+00	1.6600E-04
7.5580E-03	6.6280E-03	5.3460E-03	3.1060E-03	9.4974E-03	9.2027E-03	6.8154E-03	7.1348E-03	4.5996E-03	5.7308E-03	7.7578E-04	2.8922E-03	4.0000E+00	4.7880E+00	5.1520E+00	5.1800E+00	6.1880E+00	4.4600E-04
9.0470E-03	6.8790E-03	5.2040E-03	2.7930E-03	1.1192E-02	1.0854E-02	7.0080E-03	7.4135E-03	4.5044E-03	5.5675E-03	7.4999E-04	2.5100E-03	4.0000E+00	4.2310E+00	4.6840E+00	4.7830E+00	5.7700E+00	1.1410E-04
1.6050E-02	8.3390E-03	5.7340E-03	3.3690E-03	2.1028E-02	1.8068E-02	8.1731E-03	9.0306E-03	4.8488E-03	6.1757E-03	7.9546E-04	3.2196E-03	4.0000E+00	9.2430E+00	5.8960E+00	5.5220E+00	6.4130E+00	2.2850E-04
7.5680E-03	6.1210E-03	4.3950E-03	2.2140E-03	9.5088E-03	9.2141E-03	6.4366E-03	6.5700E-03	3.8932E-03	4.6482E-03	7.1751E-04	1.8279E-03	4.0000E+00	4.0960E+00	4.4400E+00	4.5700E+00	4.8570E+00	4.4780E-04
4.0490E-03	3.9840E-03	3.2090E-03	1.7830E-03	5.2524E-03	5.0401E-03	4.5041E-03	4.1938E-03	2.9950E-03	3.2913E-03	6.9752E-04	1.3311E-03	4.0000E+00	3.6670E+00	3.8040E+00	3.5650E+00	4.7320E+00	6.7870E-05
5.1060E-03	4.3890E-03	2.9990E-03	1.5370E-03	6.5556E-03	6.3026E-03	4.9057E-03	4.6414E-03	2.8251E-03	3.0563E-03	6.4364E-04	1.0538E-03	4.0000E+00	3.6420E+00	3.4940E+00	3.7470E+00	4.3470E+00	2.7420E-05
