1
11 18
1.6460E-03	1.3210E-03	1.0170E-03	5.9130E-04	2.1744E-03	2.1029E-03	1.5219E-03	1.3167E-03	9.7857E-04	8.8214E-04	2.7537E-04	3.1704E-04	1.7000E+00	1.5850E+00	2.0230E+00	2.2860E+00	3.0430E+00	2.4390E-18
2.5040E-03	2.3070E-03	1.7080E-03	8.3990E-04	3.3387E-03	3.1820E-03	2.7191E-03	2.3606E-03	1.6513E-03	1.6339E-03	3.9114E-04	4.5033E-04	1.7000E+00	1.7230E+00	2.2590E+00	2.8830E+00	3.5460E+00	1.9990E-05
2.7450E-03	2.2410E-03	1.5430E-03	8.4470E-04	3.6483E-03	3.4765E-03	2.6441E-03	2.2897E-03	1.4882E-03	1.4528E-03	3.9338E-04	4.5290E-04	1.7000E+00	2.1280E+00	2.5950E+00	2.9190E+00	3.5260E+00	1.3130E-05
1.8090E-03	1.5390E-03	1.1350E-03	6.0300E-04	2.4069E-03	2.3131E-03	1.7952E-03	1.5463E-03	1.0876E-03	1.0095E-03	2.8082E-04	3.2331E-04	1.7000E+00	1.6160E+00	1.9740E+00	2.6220E+00	3.1380E+00	6.3300E-06
2.1800E-03	2.1580E-03	1.7420E-03	9.1270E-04	2.9116E-03	2.7806E-03	2.5478E-03	2.2016E-03	1.6848E-03	1.6711E-03	4.2504E-04	4.8936E-04	1.7000E+00	1.6160E+00	2.2900E+00	2.8870E+00	3.5570E+00	1.2680E-04
3.1240E-03	2.1880E-03	1.4790E-03	6.8380E-04	4.1195E-03	3.9324E-03	2.5830E-03	2.2334E-03	1.4252E-03	1.3832E-03	3.1845E-04	3.6663E-04	1.7000E+00	2.2370E+00	2.6910E+00	2.8730E+00	3.3650E+00	1.0660E-04
3.7350E-03	2.6900E-03	1.4560E-03	6.1010E-04	4.8721E-03	4.6651E-03	3.1436E-03	2.7758E-03	1.4026E-03	1.3582E-03	2.8412E-04	3.2712E-04	1.7000E+00	2.2710E+00	2.8430E+00	3.0510E+00	3.2500E+00	5.3700E-07
2.9310E-03	2.1340E-03	1.2730E-03	6.2180E-04	3.8810E-03	3.7006E-03	2.5196E-03	2.1762E-03	1.2202E-03	1.1591E-03	2.8957E-04	3.3339E-04	1.7000E+00	2.2460E+00	2.6910E+00	2.8760E+00	3.3100E+00	5.4180E-05
2.4900E-03	2.1050E-03	1.5460E-03	7.9410E-04	3.3206E-03	3.1648E-03	2.4855E-03	2.1453E-03	1.4912E-03	1.4561E-03	3.6981E-04	4.2577E-04	1.7000E+00	1.9200E+00	2.3930E+00	2.8740E+00	3.4860E+00	3.4630E-06
2.0570E-03	1.8960E-03	1.4860E-03	7.8440E-04	2.7467E-03	2.6271E-03	2.2350E-03	1.9238E-03	1.4321E-03	1.3908E-03	3.6530E-04	4.2057E-04	1.7000E+00	1.4920E+00	2.1770E+00	2.8470E+00	3.4360E+00	3.5560E-05
2.1090E-03	1.8230E-03	1.3470E-03	7.1440E-04	2.8167E-03	2.6922E-03	2.1459E-03	1.8461E-03	1.2944E-03	1.2395E-03	3.3270E-04	3.8304E-04	1.7000E+00	1.8120E+00	2.4530E+00	2.8810E+00	3.3190E+00	1.1510E-05
