idr,beam_rotation
0.00064783187697026,0.000959329394391
0.0009662288465331172,0.0013634727220050002
0.0012829471071588315,0.0017960345139720001
0.0016003689819874027,0.00225406966637
0.0019208429339416886,0.00272428849712
0.0022463496200416885,0.00319886859506
0.0025781295619588316,0.00366380682681
0.00291686674961026,0.00411552935839
0.0032563622998959744,0.004561092238869999
0.0035944542140388313,0.00499051157385
0.003938411065581689,0.0054247986991
0.004276881096695975,0.00584706175141
0.004613320578495975,0.00626957183704
0.004949080460924546,0.006693221163
0.005282238494153118,0.00711677595973
0.005617280459895975,0.00754405045882
0.005962577617667403,0.00797044625506
0.006309365423724546,0.0083978229668
0.0066670965361531175,0.00883012800477
0.007036454811753118,0.00927128712647
0.007409044510638832,0.00968708959408
0.007782538922838832,0.01007777941413
0.00815636116061026,0.0104651695583
0.008540361423638832,0.01084518083371
0.008930019870467402,0.0112288694363
0.009321823552324545,0.0116112921387
0.009722857439153116,0.01198340160772
0.01012145179303883,0.01235929364339
0.010515814217153117,0.0127874626778
0.010906992050238831,0.01328894379549
0.01129799532683883,0.01379344752058
0.011673781324781687,0.014322669710929999
0.012016075898581688,0.01503385696558
0.012411416477467402,0.01642893394458
0.012821085587210259,0.01717503881077
0.013229515771867402,0.01774555630982
0.013632891269753117,0.01832401705904
0.01403598896741026,0.01880985125904
0.014440963147010261,0.01926475809888
0.014844800580895974,0.01971972919998
0.015247139383724545,0.02017397433517
0.01564916206903883,0.02057216409597
0.016051463618953116,0.02097646100446
0.016452398519495974,0.02138560125604
0.016852299918095972,0.02180230105292
0.01724116700681026,0.02222223626453
0.017622284427353117,0.02264158707115
0.018002393890781686,0.02306925039737
0.018385843343038832,0.02348947199057
0.018767811194124545,0.02389373257756
0.019146896734895974,0.02429607138041
0.01952407066958169,0.02470305608589
0.01990180233341026,0.025111278984670003
0.020280677129181687,0.02551975147795
0.020661684919753117,0.02593124099077
0.021039563466467404,0.026356663089289998
0.021417007750781685,0.026760654058300002
0.021796148638724543,0.02716994099322
0.022174755213581688,0.02759047551085
0.02255481784478169,0.02801273763184
0.022934499432010258,0.028433335945
0.023313201800067403,0.02885606465859
0.023691420944753117,0.02927310951051
0.024071943383210257,0.02969431644303
0.02445364301341026,0.03011202579365
0.02483644532952454,0.030527967494019998
0.025217225345181688,0.03094779234381
0.025598290611667403,0.03137108683583
0.025978945031838833,0.03179371263833
0.02635839032921026,0.03221772843971
0.02673614966663883,0.03264656849205
0.02711387068678169,0.03308278834445
0.027491776907095974,0.03352125454693
0.02786935743058169,0.03396419528874
0.02824729558195312,0.03440649388354
0.028624880362924546,0.034849996678530004
0.02900322723178169,0.03529497981068
0.029381791232067404,0.03573846025393
0.02975994864321026,0.03618165384976
0.030137673920924545,0.03662420064207
0.030514747804924545,0.03706743475054
0.030888822298067404,0.03751721652229
0.031235003946067402,0.03796418802813
0.031564421788067405,0.03834768198435
0.0319171514320674,0.03877750737595
0.03229882551749597,0.039249971508930004
0.03267862631378169,0.03967877663674
0.033059295635210255,0.04010792728518
0.03343810018263883,0.04053877387196
0.033818167071210256,0.04096922464672
0.03421458053378169,0.041407691314859996
0.03464096874635312,0.04183921590451
0.03509137975978169,0.04222817998378
0.03563894634378169,0.04259172827001
0.03614198400092455,0.04283599648625
0.03650937000149597,0.0430906843394
0.03686718519892455,0.04356584604825
0.03722401691978169,0.04405383020643
0.03758087418549597,0.044542273506489996
0.03794153763349597,0.045029673725320005
0.038310754348067404,0.04551043268293
0.038686765992353114,0.04598006978635
0.03906413151321026,0.04643047880385
0.03944116069378169,0.04687216784809
0.0398177556120674,0.04731237702068
0.04019515519263883,0.04775106906894
0.04056971929549597,0.04818592220542
0.04094183109292455,0.04862347058951
0.041313925860353116,0.049064703285739995
0.0416860504300674,0.049505515024060004
0.042058170742353115,0.04994585830721
0.042430346401781685,0.05038625095041
0.04280253483349598,0.050826850347219996
0.04317474881035312,0.0512678744271
0.04354698407435311,0.05170932784673
0.04391879359121026,0.05215115845201
0.04429037746149598,0.052593607455520004
0.044661620734067396,0.05303647927943
0.045033447280638836,0.05348020419483
0.045404682038067405,0.05392337217923
0.045776308483495974,0.05436751339589
0.04614807968263883,0.05481130070984
0.046520174450067404,0.05525503121316
0.04689392963263883,0.055702411569629996
0.04728394411092455,0.05615476518868
0.04769218483778169,0.05659903399648
0.048105032152353115,0.057025596499470005
0.04852068940035311,0.057461488060599995
0.048947177663495975,0.0579195171594
0.04935142062178168,0.0583660742268
0.04976286722721026,0.0588282225653
0.050184335928067404,0.0592855811119
0.050575406259781686,0.0597339915112
0.050960030774924545,0.060214355588
0.05134370587349597,0.060701563023000005
0.05172608669949597,0.0611904263497
0.052113802141495975,0.061651032418000004
0.05251027520863883,0.062095363624400005
0.0529438436520674,0.0625244649127
0.05347396736292454,0.0628939354792
0.0540419144780674,0.0631224708632
